circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr22:25663630|25674528	chr22	25663630	25674528	9	8_3_5	241	0.069	n/a	/n/a	+	SRR12794723.549178,SRR12794723.2373186,SRR12794723.4990314,SRR12794723.22156139,SRR12794723.43980458,SRR12794723.43980804,SRR12794723.46153183,SRR12794723.48613593,SRR12794723.49375482,	GRK3	4	75,62,52,92
chr22:26457859|26458577	chr22	26457859	26458577	7	4_4_2	32	0.304	n/a	/n/a	-	SRR12794723.8754260,SRR12794723.19375336,SRR12794723.19375672,SRR12794723.22485591,SRR12794723.23250713,SRR12794723.2063617,SRR12794723.12407724,	HPS4	2	109,133
chr22:27894555|27914347	chr22	27894555	27914347	4	2_0_4	51	0.136	n/a	/n/a	-	SRR12794723.29912078,SRR12794723.46435587,SRR12794723.25770408,SRR12794723.42483211,	PITPNB	6	84,75,8,92,146,31
chr22:27910964|27914347	chr22	27910964	27914347	12	10_1_10	48	0.333	n/a	/n/a	-	SRR12794723.8994466,SRR12794723.9841475,SRR12794723.17665040,SRR12794723.19346052,SRR12794723.19436188,SRR12794723.20528973,SRR12794723.29794658,SRR12794723.31124132,SRR12794723.37430292,SRR12794723.44818381,SRR12794723.45648492,SRR12794723.23384351,	PITPNB	2	146,31
chr22:28724977|28725367	chr22	28724977	28725367	4	3_1_1	15	0.348	n/a	/n/a	-	SRR12794723.8555546,SRR12794723.8556138,SRR12794723.23308072,SRR12794723.42321554,	CHEK2	2	148,125
chr22:29286923|29287134	chr22	29286923	29287134	2	2_2_0	103	0.037	n/a	/n/a	+	SRR12794723.30294643,SRR12794723.34741951,	EWSR1	1	212
chr22:29636751|29639212	chr22	29636751	29639212	2	2_2_0	71	0.053	n/a	/n/a	+	SRR12794723.5429251,SRR12794723.24890950,	NF2	2	126,123
chr22:29957036|29979052	chr22	29957036	29979052	2	0_1_2	318	0.012	n/a	/n/a	+	SRR12794723.410576,SRR12794723.30595598,	MTMR3	4	53,87,90,117
chr22:29970976|29979052	chr22	29970976	29979052	10	5_6_5	315	0.06	n/a	/n/a	+	SRR12794723.3127386,SRR12794723.9340197,SRR12794723.24444503,SRR12794723.32683957,SRR12794723.37354414,SRR12794723.46018657,SRR12794723.47680923,SRR12794723.3925084,SRR12794723.3927832,SRR12794723.24918609,	MTMR3	3	87,90,117
chr22:29978442|29991670	chr22	29978442	29991670	4	1_2_2	359	0.022	n/a	/n/a	+	SRR12794723.27729169,SRR12794723.30104305,SRR12794723.42117987,SRR12794723.14800885,	MTMR3	4	90,117,83,167
chr22:29978442|29998857	chr22	29978442	29998857	3	2_0_2	382	0.015	n/a	/n/a	+	SRR12794723.7692873,SRR12794723.9328966,SRR12794723.9562144,	MTMR3	5	90,117,83,167,97
chr22:29988480|29991670	chr22	29988480	29991670	2	1_2_1	315	0.013	n/a	/n/a	+	SRR12794723.33380942,SRR12794723.43597151,	MTMR3	2	83,167
chr22:31258291|31260077	chr22	31258291	31260077	3	2_2_0	887	0.007	n/a	/n/a	+	SRR12794723.23370508,SRR12794723.35049186,SRR12794723.35049605,	LIMK2	3	136,110,189
chr22:31447426|31450360	chr22	31447426	31450360	2	1_1_1	38	0.095	n/a	/n/a	-	SRR12794723.23778253,SRR12794723.16488870,	EIF4ENIF1	4	140,80,184,72
chr22:31462932|31463133	chr22	31462932	31463133	3	2_2_0	41	0.128	n/a	/n/a	-	SRR12794723.24096036,SRR12794723.1236560,SRR12794723.12645015,	EIF4ENIF1	1	202
chr22:31468175|31471917	chr22	31468175	31471917	2	1_0_2	37	0.098	n/a	/n/a	-	SRR12794723.9608797,SRR12794723.2273866,	EIF4ENIF1	2	128,74
chr22:31611143|31611840	chr22	31611143	31611840	2	2_1_0	100	0.038	n/a	/n/a	+	SRR12794723.20976384,SRR12794723.23935101,	SFI1	2	161,75
chr22:31758546|31768863	chr22	31758546	31768863	3	1_1_2	49	0.109	n/a	/n/a	+	SRR12794723.12501822,SRR12794723.12502466,SRR12794723.18339252,	DEPDC5	5	88,47,86,84,50
chr22:31758546|31765060	chr22	31758546	31765060	5	4_2_2	54	0.156	n/a	/n/a	+	SRR12794723.8400932,SRR12794723.27131189,SRR12794723.42573107,SRR12794723.45107981,SRR12794723.45109717,	DEPDC5	3	88,47,86
chr22:31758546|31778168	chr22	31758546	31778168	2	1_1_2	40	0.091	n/a	/n/a	+	SRR12794723.4233399,SRR12794723.11661873,	DEPDC5	6	88,47,86,84,50,70
chr22:32478981|32479275	chr22	32478981	32479275	20	12_12_0	144	0.217	n/a	/n/a	+	SRR12794723.13427978,SRR12794723.14148736,SRR12794723.14148827,SRR12794723.22685946,SRR12794723.34175323,SRR12794723.35868688,SRR12794723.35940027,SRR12794723.36281564,SRR12794723.42662526,SRR12794723.43655461,SRR12794723.46774843,SRR12794723.47677135,SRR12794723.48225963,SRR12794723.14093487,SRR12794723.16518748,SRR12794723.17988399,SRR12794723.28165476,SRR12794723.36463074,SRR12794723.36837954,SRR12794723.36838028,	FBXO7	1	295
chr22:36316517|36318325	chr22	36316517	36318325	2	2_2_0	1072	0.004	n/a	/n/a	-	SRR12794723.39410684,SRR12794723.42373508,	MYH9	2	153,119
chr22:36932765|36933994	chr22	36932765	36933994	10	7_7_1	1266	0.016	n/a	/n/a	+	SRR12794723.794480,SRR12794723.2162531,SRR12794723.10374339,SRR12794723.11161826,SRR12794723.15004088,SRR12794723.23375672,SRR12794723.23376066,SRR12794723.36712081,SRR12794723.45971891,SRR12794723.17944180,	CSF2RB	2	140,163
chr22:37623327|37623633	chr22	37623327	37623633	2	2_2_0	81	0.047	n/a	/n/a	+	SRR12794723.16740962,SRR12794723.32793005,	GGA1	2	141,82
chr22:38493710|38499499	chr22	38493710	38499499	2	1_1_1	1667	0.002	n/a	/n/a	-	SRR12794723.49106264,SRR12794723.3069318,	DDX17	8	62,111,173,161,142,66,134,100
chr22:38493710|38501280	chr22	38493710	38501280	2	2_2_0	1464	0.003	n/a	/n/a	-	SRR12794723.28445900,SRR12794723.30710526,	DDX17	9	62,111,173,161,142,66,134,100,151
chr22:38495796|38501280	chr22	38495796	38501280	2	2_1_0	1579	0.003	n/a	/n/a	-	SRR12794723.20578287,SRR12794723.20064599,	DDX17	5	142,66,134,100,151
chr22:38498085|38501280	chr22	38498085	38501280	6	1_4_4	1765	0.007	n/a	/n/a	-	SRR12794723.15597494,SRR12794723.43921650,SRR12794723.48539563,SRR12794723.18138548,SRR12794723.21006997,SRR12794723.41453481,	DDX17	4	66,134,100,151
chr22:38499400|38501280	chr22	38499400	38501280	3	1_2_0	1887	0.003	n/a	/n/a	-	SRR12794723.19250795,SRR12794723.19253177,SRR12794723.45749421,	DDX17	2	100,151
chr22:40273425|40280143	chr22	40273425	40280143	2	2_2_0	240	0.016	n/a	/n/a	+	SRR12794723.39689138,SRR12794723.45924809,	TNRC6B	4	176,75,46,149
chr22:40429606|40435554	chr22	40429606	40435554	2	2_0_1	185	0.021	n/a	/n/a	-	SRR12794723.15606054,SRR12794723.42620181,	MRTFA	3	162,76,56
chr22:40552106|40594735	chr22	40552106	40594735	3	3_1_2	67	0.082	n/a	/n/a	-	SRR12794723.27442275,SRR12794723.30725718,SRR12794723.38340643,	MRTFA	2	262,62
chr22:40881770|40882177	chr22	40881770	40882177	3	3_3_0	13	0.316	n/a	/n/a	+	SRR12794723.10964815,SRR12794723.24509932,SRR12794723.42742575,	XPNPEP3	1	408
chr22:41125864|41131633	chr22	41125864	41131633	2	1_2_0	307	0.013	n/a	/n/a	+	SRR12794723.36201115,SRR12794723.20677484,	EP300	4	177,262,114,246
chr22:41125864|41140257	chr22	41125864	41140257	9	6_6_0	317	0.054	n/a	/n/a	+	SRR12794723.7192711,SRR12794723.13295252,SRR12794723.26532139,SRR12794723.30575476,SRR12794723.30577468,SRR12794723.31867523,SRR12794723.31867661,SRR12794723.32353976,SRR12794723.38216767,	EP300	7	177,262,114,246,94,138,118
chr22:41135813|41140257	chr22	41135813	41140257	7	3_6_3	229	0.058	n/a	/n/a	+	SRR12794723.14338270,SRR12794723.21232339,SRR12794723.21232861,SRR12794723.21232880,SRR12794723.26520225,SRR12794723.30290011,SRR12794723.34971388,	EP300	3	94,138,118
chr22:41172499|41173784	chr22	41172499	41173784	10	4_6_0	234	0.079	n/a	/n/a	+	SRR12794723.21635891,SRR12794723.25019952,SRR12794723.37797913,SRR12794723.41147346,SRR12794723.41147818,SRR12794723.46992345,SRR12794723.5020993,SRR12794723.5022353,SRR12794723.19222940,SRR12794723.40234274,	EP300	2	165,162
chr22:41338313|41339191	chr22	41338313	41339191	4	1_3_2	55	0.127	n/a	/n/a	+	SRR12794723.2249287,SRR12794723.7220440,SRR12794723.9663347,SRR12794723.14789071,	ZC3H7B	2	43,191
chr22:41342529|41343576	chr22	41342529	41343576	3	3_3_0	33	0.154	n/a	/n/a	+	SRR12794723.3783886,SRR12794723.11012799,SRR12794723.21568257,	ZC3H7B	2	100,162
chr22:41808875|41813822	chr22	41808875	41813822	4	2_1_2	32	0.2	n/a	/n/a	+	SRR12794723.14918758,SRR12794723.14920408,SRR12794723.40888693,SRR12794723.42839898,	CCDC134	5	119,122,85,182,72
chr22:41808875|41810291	chr22	41808875	41810291	10	3_5_5	30	0.4	n/a	/n/a	+	SRR12794723.1634088,SRR12794723.12641605,SRR12794723.15727444,SRR12794723.16465384,SRR12794723.31332183,SRR12794723.16464355,SRR12794723.33073117,SRR12794723.39195452,SRR12794723.46736837,SRR12794723.46736895,	CCDC134	3	119,122,85
chr22:42209651|42215341	chr22	42209651	42215341	2	2_2_0	107	0.036	n/a	/n/a	-	SRR12794723.18471000,SRR12794723.35778811,	TCF20	1	5691
chr22:42411407|42411736	chr22	42411407	42411736	13	9_10_0	526	0.047	n/a	/n/a	-	SRR12794723.863434,SRR12794723.6383180,SRR12794723.7948185,SRR12794723.26423033,SRR12794723.26578225,SRR12794723.30978634,SRR12794723.36547345,SRR12794723.36549597,SRR12794723.38767772,SRR12794723.42080959,SRR12794723.47058199,SRR12794723.22843554,SRR12794723.22845530,	NFAM1	1	330
chr22:42890947|42891182	chr22	42890947	42891182	3	2_2_0	393	0.015	n/a	/n/a	-	SRR12794723.3278693,SRR12794723.7251162,SRR12794723.24390479,	PACSIN2	1	236
chr22:45178238|45178900	chr22	45178238	45178900	27	19_18_0	48	0.529	n/a	/n/a	+	SRR12794723.603921,SRR12794723.3058345,SRR12794723.3306002,SRR12794723.9112088,SRR12794723.13122249,SRR12794723.17041439,SRR12794723.18700706,SRR12794723.23977644,SRR12794723.24202057,SRR12794723.24268831,SRR12794723.26226659,SRR12794723.29076945,SRR12794723.30356731,SRR12794723.32629454,SRR12794723.32991185,SRR12794723.34548561,SRR12794723.34549433,SRR12794723.43524284,SRR12794723.43524551,SRR12794723.44511216,SRR12794723.44511276,SRR12794723.44511617,SRR12794723.48950830,SRR12794723.18262391,SRR12794723.41277106,SRR12794723.43615992,SRR12794723.46051025,	NUP50	1	663
chr22:45330603|45332710	chr22	45330603	45332710	3	1_1_2	163	0.036	n/a	/n/a	+	SRR12794723.14729005,SRR12794723.14729580,SRR12794723.26468737,	FAM118A	2	129,286
chr22:45689712|45718493	chr22	45689712	45718493	3	2_1_1	66	0.083	n/a	/n/a	+	SRR12794723.33356355,SRR12794723.23532920,SRR12794723.25739185,	ATXN10	5	192,83,97,159,81
chr22:45692996|45702847	chr22	45692996	45702847	2	1_2_0	115	0.034	n/a	/n/a	+	SRR12794723.46619794,SRR12794723.4326777,	ATXN10	3	83,97,159
chr22:45700282|45729590	chr22	45700282	45729590	4	2_3_1	110	0.068	n/a	/n/a	+	SRR12794723.583188,SRR12794723.16095416,SRR12794723.28531075,SRR12794723.28531123,	ATXN10	4	97,159,81,166
chr22:45700282|45740538	chr22	45700282	45740538	5	2_2_0	98	0.093	n/a	/n/a	+	SRR12794723.8822661,SRR12794723.24070773,SRR12794723.24070799,SRR12794723.24070847,SRR12794723.34632065,	ATXN10	6	97,159,81,166,109,170
chr22:45700282|45702847	chr22	45700282	45702847	2	2_2_0	119	0.033	n/a	/n/a	+	SRR12794723.35826337,SRR12794723.40501269,	ATXN10	2	97,159
chr22:45729425|45740538	chr22	45729425	45740538	4	4_3_0	101	0.073	n/a	/n/a	+	SRR12794723.6191936,SRR12794723.14761033,SRR12794723.45844696,SRR12794723.24362782,	ATXN10	3	166,109,170
chr22:46974290|47037198	chr22	46974290	47037198	2	1_2_1	146	0.027	n/a	/n/a	+	SRR12794723.9921741,SRR12794723.24581845,	TBC1D22A	3	110,76,128
chr22:46974290|46997709	chr22	46974290	46997709	5	2_1_2	147	0.064	n/a	/n/a	+	SRR12794723.23292181,SRR12794723.23292705,SRR12794723.31578730,SRR12794723.31580313,SRR12794723.19906226,	TBC1D22A	2	110,76
chr22:49797805|49804360	chr22	49797805	49804360	4	3_3_0	103	0.072	n/a	/n/a	-	SRR12794723.6459703,SRR12794723.11897374,SRR12794723.15723129,SRR12794723.15724641,	BRD1	4	313,114,132,157
chr22:50372020|50389111	chr22	50372020	50389111	5	4_2_2	87	0.103	n/a	/n/a	+	SRR12794723.15158295,SRR12794723.23254420,SRR12794723.24133276,SRR12794723.37226512,SRR12794723.41695071,	PPP6R2	2	131,126
chr22:50372020|50394135	chr22	50372020	50394135	18	12_14_3	141	0.203	n/a	/n/a	+	SRR12794723.740484,SRR12794723.4399926,SRR12794723.11031703,SRR12794723.13123798,SRR12794723.18911787,SRR12794723.24819814,SRR12794723.27370694,SRR12794723.32222366,SRR12794723.34453826,SRR12794723.34604361,SRR12794723.37025964,SRR12794723.37881179,SRR12794723.43350801,SRR12794723.48295239,SRR12794723.48295299,SRR12794723.4399954,SRR12794723.10269542,SRR12794723.11750103,	PPP6R2	2	131,243
chr17:1050050|1100735	chr17	1050050	1100735	3	3_3_0	247	0.024	n/a	/n/a	-	SRR12794723.23217585,SRR12794723.33366677,SRR12794723.36227341,	ABR	14	132,98,75,105,76,123,166,122,141,53,61,108,186,99
chr17:1079330|1100735	chr17	1079330	1100735	3	0_2_2	248	0.024	n/a	/n/a	-	SRR12794723.1946558,SRR12794723.11756785,SRR12794723.43052525,	ABR	4	61,108,186,99
chr17:1083520|1100735	chr17	1083520	1100735	2	1_0_2	230	0.017	n/a	/n/a	-	SRR12794723.34441571,SRR12794723.33062869,	ABR	3	108,186,99
chr17:1361092|1362008	chr17	1361092	1362008	12	10_6_3	41	0.369	n/a	/n/a	-	SRR12794723.10744139,SRR12794723.12949258,SRR12794723.12949442,SRR12794723.17694008,SRR12794723.19351680,SRR12794723.19691974,SRR12794723.29344893,SRR12794723.32639531,SRR12794723.32933590,SRR12794723.38904843,SRR12794723.47556573,SRR12794723.38171648,	YWHAE	2	207,107
chr17:1436620|1437155	chr17	1436620	1437155	6	4_5_0	97	0.11	n/a	/n/a	-	SRR12794723.5442266,SRR12794723.23353039,SRR12794723.31679739,SRR12794723.33424269,SRR12794723.33424589,SRR12794723.22563183,	CRK	1	536
chr17:1534099|1558559	chr17	1534099	1558559	3	3_0_3	214	0.027	n/a	/n/a	-	SRR12794723.7110555,SRR12794723.34645330,SRR12794723.37475931,	PITPNA	9	123,111,78,84,75,8,92,146,31
chr17:1548296|1558559	chr17	1548296	1558559	2	1_1_2	162	0.024	n/a	/n/a	-	SRR12794723.18211047,SRR12794723.39881881,	PITPNA	3	92,146,31
chr17:1636709|1637062	chr17	1636709	1637062	5	4_2_0	97	0.093	n/a	/n/a	-	SRR12794723.16967919,SRR12794723.16968545,SRR12794723.37264596,SRR12794723.940247,SRR12794723.10367492,	SCARF1	2	147,122
chr17:1842803|1844686	chr17	1842803	1844686	2	2_1_1	39	0.093	n/a	/n/a	+	SRR12794723.21103997,SRR12794723.21104773,	RPA1	3	51,79,109
chr17:1842803|1853189	chr17	1842803	1853189	8	2_3_6	39	0.291	n/a	/n/a	+	SRR12794723.6851399,SRR12794723.19259500,SRR12794723.20889884,SRR12794723.22255987,SRR12794723.41087387,SRR12794723.41087831,SRR12794723.6754858,SRR12794723.41235488,	RPA1	4	51,79,109,89
chr17:2464208|2473664	chr17	2464208	2473664	4	3_4_0	70	0.103	n/a	/n/a	-	SRR12794723.4970327,SRR12794723.13172310,SRR12794723.32224102,SRR12794723.25344709,	METTL16	3	143,116,141
chr17:3899634|3905367	chr17	3899634	3905367	3	2_2_0	116	0.049	n/a	/n/a	-	SRR12794723.3446441,SRR12794723.3447497,SRR12794723.42797224,	P2RX1	7	128,142,81,97,70,72,148
chr17:3947391|3951685	chr17	3947391	3951685	2	2_2_0	331	0.012	n/a	/n/a	-	SRR12794723.4983584,SRR12794723.11004480,	ATP2A3	5	465,86,81,139,105
chr17:4066447|4072756	chr17	4066447	4072756	3	2_3_1	188	0.031	n/a	/n/a	-	SRR12794723.5121408,SRR12794723.19832716,SRR12794723.39511921,	ZZEF1	4	94,80,241,149
chr17:4206321|4209947	chr17	4206321	4209947	2	2_2_0	172	0.023	n/a	/n/a	-	SRR12794723.22988965,SRR12794723.28541801,	ANKFY1	3	166,150,124
chr17:4282798|4296814	chr17	4282798	4296814	21	13_11_5	153	0.215	n/a	/n/a	-	SRR12794723.11091888,SRR12794723.13952331,SRR12794723.17927582,SRR12794723.18813124,SRR12794723.19242503,SRR12794723.19243082,SRR12794723.26768731,SRR12794723.29261495,SRR12794723.33049157,SRR12794723.37544099,SRR12794723.38179885,SRR12794723.38182442,SRR12794723.38480715,SRR12794723.40034094,SRR12794723.41717228,SRR12794723.43481274,SRR12794723.47455107,SRR12794723.48409055,SRR12794723.48409583,SRR12794723.20051659,SRR12794723.20053864,	UBE2G1	3	124,179,98
chr17:4282798|4307123	chr17	4282798	4307123	9	7_5_2	122	0.129	n/a	/n/a	-	SRR12794723.3390411,SRR12794723.3391468,SRR12794723.9706977,SRR12794723.14510425,SRR12794723.18100928,SRR12794723.24060779,SRR12794723.33552580,SRR12794723.38749489,SRR12794723.43009867,	UBE2G1	4	124,179,98,103
chr17:5308694|5332152	chr17	5308694	5332152	4	4_4_0	151	0.05	n/a	/n/a	+	SRR12794723.38640984,SRR12794723.40493357,SRR12794723.42210121,SRR12794723.47612842,	RABEP1	2	129,204
chr17:5331949|5332152	chr17	5331949	5332152	2	2_2_0	141	0.028	n/a	/n/a	+	SRR12794723.18536495,SRR12794723.47020104,	RABEP1	1	204
chr17:5346790|5350629	chr17	5346790	5350629	6	2_2_0	139	0.079	n/a	/n/a	+	SRR12794723.5819452,SRR12794723.5820136,SRR12794723.5892675,SRR12794723.5893214,SRR12794723.42833840,SRR12794723.42834116,	RABEP1	2	136,179
chr17:5394891|5399650	chr17	5394891	5399650	2	2_1_1	88	0.043	n/a	/n/a	-	SRR12794723.34760458,SRR12794723.41667013,	NUP88	2	91,99
chr17:5410703|5414134	chr17	5410703	5414134	2	2_2_0	104	0.037	n/a	/n/a	-	SRR12794723.35378318,SRR12794723.36682528,	NUP88	2	87,126
chr17:5410703|5416682	chr17	5410703	5416682	2	0_2_1	82	0.047	n/a	/n/a	-	SRR12794723.4632989,SRR12794723.42695123,	NUP88	3	87,126,170
chr17:6760406|6762240	chr17	6760406	6762240	3	2_2_0	612	0.01	n/a	/n/a	+	SRR12794723.6313580,SRR12794723.47752473,SRR12794723.47753826,	XAF1	2	196,86
chr17:7343379|7344648	chr17	7343379	7344648	4	2_2_1	547	0.014	n/a	/n/a	+	SRR12794723.23722185,SRR12794723.26853363,SRR12794723.26853418,SRR12794723.35756261,	ACAP1	5	184,45,96,75,110
chr17:7499039|7499491	chr17	7499039	7499491	2	2_2_0	222	0.018	n/a	/n/a	+	SRR12794723.19118177,SRR12794723.35006505,	POLR2A	2	125,211
chr17:7601409|7606149	chr17	7601409	7606149	3	2_1_1	65	0.085	n/a	/n/a	-	SRR12794723.14674890,SRR12794723.37473078,SRR12794723.37473318,	FXR2	6	117,94,149,72,94,53
chr17:7890571|7891064	chr17	7890571	7891064	3	2_2_0	240	0.024	n/a	/n/a	+	SRR12794723.1120776,SRR12794723.1120952,SRR12794723.39275894,	CHD3	2	171,125
chr17:8238031|8238629	chr17	8238031	8238629	2	2_2_0	101	0.038	n/a	/n/a	-	SRR12794723.6764083,SRR12794723.34368277,	CTC1	2	212,238
chr17:8444260|8460160	chr17	8444260	8460160	5	4_4_1	369	0.026	n/a	/n/a	+	SRR12794723.4825478,SRR12794723.6278444,SRR12794723.20683651,SRR12794723.44414920,SRR12794723.48693591,	NDEL1	7	98,154,149,137,174,92,152
chr17:10725011|10726264	chr17	10725011	10726264	2	2_2_0	8	0.333	n/a	/n/a	-	SRR12794723.613343,SRR12794723.18240450,	TMEM220	2	124,61
chr17:12054889|12095694	chr17	12054889	12095694	8	5_6_0	89	0.152	n/a	/n/a	+	SRR12794723.2085382,SRR12794723.2085717,SRR12794723.23825333,SRR12794723.25588763,SRR12794723.33684685,SRR12794723.35496893,SRR12794723.38079082,SRR12794723.21634171,	MAP2K4	3	103,175,120
chr17:12054889|12081530	chr17	12054889	12081530	22	7_19_0	64	0.407	n/a	/n/a	+	SRR12794723.15950796,SRR12794723.16995030,SRR12794723.23855523,SRR12794723.24018516,SRR12794723.24764438,SRR12794723.36360732,SRR12794723.39914102,SRR12794723.89807,SRR12794723.8004378,SRR12794723.10664689,SRR12794723.14325454,SRR12794723.15276567,SRR12794723.18418637,SRR12794723.19086916,SRR12794723.19087201,SRR12794723.20720187,SRR12794723.26486286,SRR12794723.29369815,SRR12794723.30994420,SRR12794723.31080675,SRR12794723.31080728,SRR12794723.39756961,	MAP2K4	2	103,175
chr17:12054889|12113360	chr17	12054889	12113360	11	2_7_0	61	0.265	n/a	/n/a	+	SRR12794723.2881785,SRR12794723.12593997,SRR12794723.43067541,SRR12794723.11964424,SRR12794723.16822836,SRR12794723.35933774,SRR12794723.39015994,SRR12794723.39016191,SRR12794723.39016516,SRR12794723.43067650,SRR12794723.45134742,	MAP2K4	6	103,175,120,120,52,128
chr17:12081356|12095694	chr17	12081356	12095694	12	5_4_2	87	0.216	n/a	/n/a	+	SRR12794723.3184098,SRR12794723.10703815,SRR12794723.18848573,SRR12794723.18849351,SRR12794723.19547794,SRR12794723.19548421,SRR12794723.19548505,SRR12794723.19548552,SRR12794723.40105896,SRR12794723.48865652,SRR12794723.46666860,SRR12794723.46667222,	MAP2K4	2	175,120
chr17:12081356|12113360	chr17	12081356	12113360	2	2_2_0	59	0.063	n/a	/n/a	+	SRR12794723.44731898,SRR12794723.48378687,	MAP2K4	5	175,120,120,52,128
chr17:12095575|12113360	chr17	12095575	12113360	2	2_2_0	66	0.057	n/a	/n/a	+	SRR12794723.3517186,SRR12794723.10489331,	MAP2K4	4	120,120,52,128
chr17:14074323|14077056	chr17	14074323	14077056	2	2_2_0	72	0.053	n/a	/n/a	+	SRR12794723.33638853,SRR12794723.39379350,	COX10	2	134,322
chr17:16101250|16101805	chr17	16101250	16101805	9	7_7_0	223	0.075	n/a	/n/a	-	SRR12794723.638044,SRR12794723.5689496,SRR12794723.5722864,SRR12794723.14803099,SRR12794723.25958411,SRR12794723.27171791,SRR12794723.28852416,SRR12794723.30760578,SRR12794723.32868646,	NCOR1	1	556
chr17:16139008|16146548	chr17	16139008	16146548	2	2_2_0	224	0.018	n/a	/n/a	-	SRR12794723.35311449,SRR12794723.49008584,	NCOR1	3	179,91,173
chr17:16139008|16143696	chr17	16139008	16143696	4	3_2_1	287	0.027	n/a	/n/a	-	SRR12794723.23244791,SRR12794723.37802156,SRR12794723.37803098,SRR12794723.40420241,	NCOR1	2	179,91
chr17:16143606|16146548	chr17	16143606	16146548	2	1_2_0	272	0.014	n/a	/n/a	-	SRR12794723.2476528,SRR12794723.4655971,	NCOR1	2	91,173
chr17:17866296|17869473	chr17	17866296	17869473	3	2_3_1	37	0.14	n/a	/n/a	-	SRR12794723.3501824,SRR12794723.15853275,SRR12794723.42737122,	TOM1L2	3	124,49,134
chr17:18024624|18028659	chr17	18024624	18028659	2	1_1_2	36	0.1	n/a	/n/a	-	SRR12794723.518579,SRR12794723.4599784,	ATPAF2	4	81,98,146,45
chr17:18865469|18867334	chr17	18865469	18867334	2	0_1_2	65	0.058	n/a	/n/a	+	SRR12794723.37468457,SRR12794723.36872257,	PRPSAP2	3	96,151,78
chr17:18865469|18865952	chr17	18865469	18865952	5	0_4_3	57	0.149	n/a	/n/a	+	SRR12794723.7216709,SRR12794723.31948369,SRR12794723.45731039,SRR12794723.45731062,SRR12794723.17360213,	PRPSAP2	2	96,151
chr17:18865469|18872649	chr17	18865469	18872649	5	4_1_3	92	0.098	n/a	/n/a	+	SRR12794723.20210677,SRR12794723.21543634,SRR12794723.25020371,SRR12794723.25021195,SRR12794723.45007258,	PRPSAP2	3	96,151,67
chr17:18865469|18911251	chr17	18865469	18911251	2	2_2_0	60	0.062	n/a	/n/a	+	SRR12794723.8947835,SRR12794723.32910222,	PRPSAP2	7	96,151,67,173,116,56,149
chr17:19958014|19958571	chr17	19958014	19958571	12	7_8_0	129	0.157	n/a	/n/a	-	SRR12794723.8961801,SRR12794723.22515573,SRR12794723.22516438,SRR12794723.22517149,SRR12794723.23577672,SRR12794723.24109061,SRR12794723.46790582,SRR12794723.47428176,SRR12794723.3674807,SRR12794723.14854258,SRR12794723.26764499,SRR12794723.36367030,	AKAP10	1	558
chr17:20204333|20205912	chr17	20204333	20205912	33	27_25_1	77	0.462	n/a	/n/a	+	SRR12794723.1112689,SRR12794723.1941405,SRR12794723.2746665,SRR12794723.5017122,SRR12794723.7410787,SRR12794723.10173462,SRR12794723.10410022,SRR12794723.10504571,SRR12794723.10753379,SRR12794723.10756213,SRR12794723.11149942,SRR12794723.11837237,SRR12794723.12697363,SRR12794723.14773688,SRR12794723.21909655,SRR12794723.22519077,SRR12794723.22596509,SRR12794723.24288021,SRR12794723.24363569,SRR12794723.24533174,SRR12794723.26039409,SRR12794723.27908743,SRR12794723.28589291,SRR12794723.30141050,SRR12794723.33077332,SRR12794723.36057079,SRR12794723.37491901,SRR12794723.40421505,SRR12794723.41596319,SRR12794723.43065781,SRR12794723.43065853,SRR12794723.47447810,SRR12794723.32361551,	SPECC1	1	1580
chr17:20245926|20260294	chr17	20245926	20260294	2	1_2_0	34	0.105	n/a	/n/a	+	SRR12794723.33086156,SRR12794723.3931554,	SPECC1	5	146,101,82,157,103
chr17:27303367|27304911	chr17	27303367	27304911	2	2_2_0	533	0.007	n/a	/n/a	+	SRR12794723.47438743,SRR12794723.47439105,	WSB1	2	269,132
chr17:27303367|27309272	chr17	27303367	27309272	10	6_9_0	478	0.04	n/a	/n/a	+	SRR12794723.1309769,SRR12794723.1634856,SRR12794723.1635346,SRR12794723.9466856,SRR12794723.17012299,SRR12794723.30424375,SRR12794723.33453585,SRR12794723.4735527,SRR12794723.28248949,SRR12794723.43960005,	WSB1	4	269,132,101,173
chr17:27303367|27310174	chr17	27303367	27310174	5	1_1_2	449	0.022	n/a	/n/a	+	SRR12794723.7848260,SRR12794723.7848308,SRR12794723.2793529,SRR12794723.6988627,SRR12794723.13970096,	WSB1	5	269,132,101,173,114
chr17:27304780|27310174	chr17	27304780	27310174	2	2_2_0	483	0.008	n/a	/n/a	+	SRR12794723.8946418,SRR12794723.20876370,	WSB1	4	132,101,173,114
chr17:28122603|28172618	chr17	28122603	28172618	4	3_3_1	58	0.121	n/a	/n/a	+	SRR12794723.5358069,SRR12794723.9967139,SRR12794723.48938442,SRR12794723.26702034,	NLK	6	130,56,107,86,210,102
