circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr13:71557024|71573573	chr13	71557024	71573573	2	2_2_0	6	0.4	n/a	/n/a	-	SRR12794698.10528867,SRR12794698.28667407,	DACH1	4	135,136,173,156
chr13:72778187|72778380	chr13	72778187	72778380	5	3_3_0	81	0.11	n/a	/n/a	-	SRR12794698.530992,SRR12794698.531010,SRR12794698.27314662,SRR12794698.37052828,SRR12794698.40874921,	DIS3	1	194
chr13:72827010|72854155	chr13	72827010	72854155	2	1_0_2	182	0.022	n/a	/n/a	+	SRR12794698.23969070,SRR12794698.21057064,	PIBF1	5	109,182,126,87,99
chr13:72835243|72854155	chr13	72835243	72854155	4	3_2_1	126	0.06	n/a	/n/a	+	SRR12794698.24987372,SRR12794698.24987878,SRR12794698.31675142,SRR12794698.44811108,	PIBF1	3	126,87,99
chr13:72835243|72931267	chr13	72835243	72931267	3	1_1_2	86	0.065	n/a	/n/a	+	SRR12794698.23824678,SRR12794698.2963534,SRR12794698.10942095,	PIBF1	7	126,87,99,166,151,91,103
chr13:72893784|72931267	chr13	72893784	72931267	5	3_3_0	110	0.083	n/a	/n/a	+	SRR12794698.12454105,SRR12794698.29874909,SRR12794698.29874933,SRR12794698.29875172,SRR12794698.34137752,	PIBF1	4	166,151,91,103
chr13:73943981|73995053	chr13	73943981	73995053	2	1_1_2	192	0.02	n/a	/n/a	-	SRR12794698.30469718,SRR12794698.31775678,	KLF12	2	90,64
chr13:75560753|75569507	chr13	75560753	75569507	25	10_1_13	51	0.495	n/a	/n/a	+	SRR12794698.3608684,SRR12794698.4632373,SRR12794698.6162134,SRR12794698.6162917,SRR12794698.7981621,SRR12794698.7981851,SRR12794698.8121787,SRR12794698.8142591,SRR12794698.8682276,SRR12794698.8682277,SRR12794698.10204877,SRR12794698.14034337,SRR12794698.19778409,SRR12794698.20548076,SRR12794698.23944581,SRR12794698.32799266,SRR12794698.36764286,SRR12794698.36765677,SRR12794698.40117751,SRR12794698.40118305,SRR12794698.11167280,SRR12794698.15500927,SRR12794698.34447830,SRR12794698.46881905,SRR12794698.46882374,	UCHL3	4	129,157,86,48
chr13:75566695|75569507	chr13	75566695	75569507	2	2_0_2	71	0.053	n/a	/n/a	+	SRR12794698.9691074,SRR12794698.9691385,	UCHL3	3	157,86,48
chr13:77015409|77021861	chr13	77015409	77021861	3	2_2_0	245	0.024	n/a	/n/a	-	SRR12794698.19266137,SRR12794698.41816510,SRR12794698.47812819,	FBXL3	3	172,123,349
chr13:77018600|77021861	chr13	77018600	77021861	3	2_2_0	266	0.022	n/a	/n/a	-	SRR12794698.9011612,SRR12794698.18929163,SRR12794698.18929361,	FBXL3	2	123,349
chr13:77081427|77087633	chr13	77081427	77087633	4	3_3_0	227	0.034	n/a	/n/a	-	SRR12794698.22580792,SRR12794698.27918590,SRR12794698.35921540,SRR12794698.39912201,	MYCBP2	4	225,157,161,150
chr13:77150734|77158109	chr13	77150734	77158109	2	2_1_0	223	0.018	n/a	/n/a	-	SRR12794698.25502514,SRR12794698.25502415,	MYCBP2	3	216,145,173
chr13:77205256|77217957	chr13	77205256	77217957	2	2_2_0	349	0.011	n/a	/n/a	-	SRR12794698.32849067,SRR12794698.35810931,	MYCBP2	6	128,126,173,154,205,118
chr13:77205256|77243951	chr13	77205256	77243951	5	3_4_0	425	0.023	n/a	/n/a	-	SRR12794698.110632,SRR12794698.3169740,SRR12794698.14238736,SRR12794698.19209807,SRR12794698.47294470,	MYCBP2	11	128,126,173,154,205,118,82,120,108,102,146
chr13:77205256|77212160	chr13	77205256	77212160	2	2_2_0	356	0.011	n/a	/n/a	-	SRR12794698.1722710,SRR12794698.39586977,	MYCBP2	5	128,126,173,154,205
chr13:77217840|77243951	chr13	77217840	77243951	4	3_3_0	355	0.022	n/a	/n/a	-	SRR12794698.10813655,SRR12794698.10815059,SRR12794698.11969817,SRR12794698.42610060,	MYCBP2	6	118,82,120,108,102,146
chr13:77224451|77233263	chr13	77224451	77233263	2	2_2_0	312	0.013	n/a	/n/a	-	SRR12794698.17230308,SRR12794698.24871454,	MYCBP2	3	82,120,108
chr13:77278758|77296674	chr13	77278758	77296674	4	2_0_2	246	0.031	n/a	/n/a	-	SRR12794698.7830674,SRR12794698.26307559,SRR12794698.26307572,SRR12794698.26308445,	MYCBP2	3	154,216,76
chr13:77288161|77296674	chr13	77288161	77296674	4	2_2_0	278	0.028	n/a	/n/a	-	SRR12794698.1768916,SRR12794698.3908172,SRR12794698.3908218,SRR12794698.3908293,	MYCBP2	2	216,76
chr13:77719532|77746855	chr13	77719532	77746855	16	9_10_0	50	0.39	n/a	/n/a	+	SRR12794698.1806456,SRR12794698.1807714,SRR12794698.2807792,SRR12794698.5394263,SRR12794698.12894002,SRR12794698.24096844,SRR12794698.25973626,SRR12794698.31396505,SRR12794698.38001755,SRR12794698.38001756,SRR12794698.38002026,SRR12794698.41004955,SRR12794698.42882865,SRR12794698.44067118,SRR12794698.46730890,SRR12794698.24292126,	SLAIN1	3	140,150,342
chr13:77719532|77753358	chr13	77719532	77753358	58	33_35_0	30	0.795	n/a	/n/a	+	SRR12794698.4191010,SRR12794698.5878199,SRR12794698.5909124,SRR12794698.5909213,SRR12794698.7632747,SRR12794698.8387644,SRR12794698.8578859,SRR12794698.9815756,SRR12794698.9816142,SRR12794698.10321394,SRR12794698.12943988,SRR12794698.12945223,SRR12794698.13232308,SRR12794698.14816296,SRR12794698.14816587,SRR12794698.14817006,SRR12794698.17979246,SRR12794698.17979401,SRR12794698.17979707,SRR12794698.20882891,SRR12794698.25294210,SRR12794698.25840411,SRR12794698.28723780,SRR12794698.29231230,SRR12794698.30495513,SRR12794698.30598978,SRR12794698.32523532,SRR12794698.32523562,SRR12794698.32523598,SRR12794698.33265131,SRR12794698.33561165,SRR12794698.33863613,SRR12794698.35976447,SRR12794698.36062572,SRR12794698.36244050,SRR12794698.36351628,SRR12794698.38317889,SRR12794698.38318368,SRR12794698.39050703,SRR12794698.39705075,SRR12794698.39808529,SRR12794698.40146969,SRR12794698.40386465,SRR12794698.40546353,SRR12794698.40546359,SRR12794698.40547708,SRR12794698.42297018,SRR12794698.44422068,SRR12794698.44862214,SRR12794698.45714633,SRR12794698.46063768,SRR12794698.46064349,SRR12794698.47971143,SRR12794698.11524868,SRR12794698.15976539,SRR12794698.16475305,SRR12794698.39065363,SRR12794698.39065790,	SLAIN1	4	140,150,342,156
chr13:77744283|77753358	chr13	77744283	77753358	3	2_2_0	70	0.079	n/a	/n/a	+	SRR12794698.28602845,SRR12794698.29621042,SRR12794698.43181865,	SLAIN1	3	150,342,156
chr13:79341123|79344794	chr13	79341123	79344794	2	2_1_1	181	0.022	n/a	/n/a	-	SRR12794698.14036639,SRR12794698.39591661,	RBM26	4	105,168,75,126
chr13:79370945|79371930	chr13	79370945	79371930	5	2_1_3	232	0.041	n/a	/n/a	-	SRR12794698.5148136,SRR12794698.19200012,SRR12794698.19200372,SRR12794698.2977220,SRR12794698.2977511,	RBM26	2	218,89
chr13:95161189|95166367	chr13	95161189	95166367	3	2_3_0	36	0.143	n/a	/n/a	-	SRR12794698.12697140,SRR12794698.44903945,SRR12794698.34570242,	ABCC4	4	147,95,38,210
chr13:95709227|95725252	chr13	95709227	95725252	4	2_1_2	182	0.042	n/a	/n/a	+	SRR12794698.1472019,SRR12794698.3113790,SRR12794698.16085084,SRR12794698.21815022,	DNAJC3	3	111,125,75
chr13:95723242|95725252	chr13	95723242	95725252	8	5_1_5	189	0.078	n/a	/n/a	+	SRR12794698.3357952,SRR12794698.3358000,SRR12794698.39570500,SRR12794698.42288410,SRR12794698.44864997,SRR12794698.45718356,SRR12794698.29500167,SRR12794698.31934077,	DNAJC3	2	125,75
chr13:95757644|95763953	chr13	95757644	95763953	11	8_8_1	261	0.078	n/a	/n/a	+	SRR12794698.1005159,SRR12794698.5406712,SRR12794698.12233882,SRR12794698.21322509,SRR12794698.24263256,SRR12794698.24263282,SRR12794698.24768351,SRR12794698.37825412,SRR12794698.39627683,SRR12794698.42038750,SRR12794698.46522422,	DNAJC3	5	153,182,120,106,121
chr13:95832927|95837202	chr13	95832927	95837202	5	4_4_1	6	0.625	n/a	/n/a	-	SRR12794698.8057530,SRR12794698.21342555,SRR12794698.24361264,SRR12794698.44269462,SRR12794698.22667469,	UGGT2	2	127,117
chr13:95970112|95999307	chr13	95970112	95999307	2	2_1_0	12	0.25	n/a	/n/a	-	SRR12794698.34484355,SRR12794698.900433,	UGGT2	7	151,92,61,100,101,73,97
chr13:95983804|95999307	chr13	95983804	95999307	10	4_1_8	13	0.606	n/a	/n/a	-	SRR12794698.12423657,SRR12794698.23467354,SRR12794698.23650322,SRR12794698.30833149,SRR12794698.10891882,SRR12794698.21559207,SRR12794698.25893064,SRR12794698.25893596,SRR12794698.42910145,SRR12794698.43945993,	UGGT2	5	61,100,101,73,97
chr13:98474821|98519473	chr13	98474821	98519473	2	2_2_0	194	0.02	n/a	/n/a	-	SRR12794698.23363218,SRR12794698.29970505,	STK24	4	158,109,57,231
chr13:99238427|99244624	chr13	99238427	99244624	42	27_24_8	142	0.372	n/a	/n/a	+	SRR12794698.4284401,SRR12794698.4566701,SRR12794698.4569598,SRR12794698.4741625,SRR12794698.4743708,SRR12794698.4743763,SRR12794698.4814048,SRR12794698.5189913,SRR12794698.9886512,SRR12794698.15813498,SRR12794698.16251789,SRR12794698.17993743,SRR12794698.18361268,SRR12794698.18361294,SRR12794698.19494763,SRR12794698.21471580,SRR12794698.21861514,SRR12794698.23005491,SRR12794698.24637267,SRR12794698.25957062,SRR12794698.25957268,SRR12794698.26044735,SRR12794698.27906672,SRR12794698.28637688,SRR12794698.31420008,SRR12794698.32186195,SRR12794698.32357198,SRR12794698.34406809,SRR12794698.34409229,SRR12794698.34490850,SRR12794698.37188181,SRR12794698.37681293,SRR12794698.38291385,SRR12794698.42934044,SRR12794698.43141954,SRR12794698.46662279,SRR12794698.48476561,SRR12794698.48476575,SRR12794698.48867190,SRR12794698.10066298,SRR12794698.21277216,SRR12794698.38906459,	UBAC2	3	128,120,110
chr13:99243832|99244624	chr13	99243832	99244624	4	4_3_1	145	0.052	n/a	/n/a	+	SRR12794698.12894198,SRR12794698.15112950,SRR12794698.34474673,SRR12794698.34953474,	UBAC2	2	120,110
chr13:99529467|99537863	chr13	99529467	99537863	2	2_2_0	671	0.006	n/a	/n/a	+	SRR12794698.13085880,SRR12794698.36809073,	TM9SF2	3	128,130,125
chr13:99539446|99543995	chr13	99539446	99543995	6	2_3_1	696	0.017	n/a	/n/a	+	SRR12794698.23226488,SRR12794698.24026842,SRR12794698.37617876,SRR12794698.29686747,SRR12794698.42157458,SRR12794698.43244613,	TM9SF2	4	112,80,109,133
chr13:100257595|100273346	chr13	100257595	100273346	7	4_4_1	22	0.389	n/a	/n/a	+	SRR12794698.2978587,SRR12794698.17522082,SRR12794698.17522291,SRR12794698.17522359,SRR12794698.35395931,SRR12794698.44645820,SRR12794698.32697755,	PCCA	4	79,103,95,151
chr13:100668579|100670569	chr13	100668579	100670569	2	2_2_0	39	0.093	n/a	/n/a	-	SRR12794698.33979570,SRR12794698.38146211,	TMTC4	2	216,210
chr13:102622877|102627924	chr13	102622877	102627924	11	7_2_5	244	0.083	n/a	/n/a	+	SRR12794698.23747,SRR12794698.1493619,SRR12794698.4584498,SRR12794698.13924008,SRR12794698.20176138,SRR12794698.24551360,SRR12794698.28696730,SRR12794698.38108313,SRR12794698.39946064,SRR12794698.39948212,SRR12794698.39948434,	TPP2	3	164,155,77
chr13:110622216|110624279	chr13	110622216	110624279	3	2_1_1	64	0.086	n/a	/n/a	+	SRR12794698.13398338,SRR12794698.13398674,SRR12794698.41837368,	NAXD	2	151,46
chr13:112516440|112527484	chr13	112516440	112527484	7	5_4_1	42	0.25	n/a	/n/a	-	SRR12794698.16296084,SRR12794698.17894260,SRR12794698.22748848,SRR12794698.22898356,SRR12794698.29001766,SRR12794698.22434736,SRR12794698.38738296,	TUBGCP3	6	136,69,136,190,109,111
chr13:113520616|113539507	chr13	113520616	113539507	3	1_2_0	56	0.097	n/a	/n/a	+	SRR12794698.23436352,SRR12794698.25906496,SRR12794698.3464327,	TMCO3	3	118,196,151
chr13:113610996|113623286	chr13	113610996	113623286	2	2_1_1	1	0.8	n/a	/n/a	+	SRR12794698.10718347,SRR12794698.42153565,	TFDP1	2	67,107
chr13:114041000|114073837	chr13	114041000	114073837	15	7_11_4	261	0.103	n/a	/n/a	-	SRR12794698.1175828,SRR12794698.4026506,SRR12794698.5181665,SRR12794698.9270246,SRR12794698.13953280,SRR12794698.19260668,SRR12794698.21306319,SRR12794698.26446367,SRR12794698.29028058,SRR12794698.33297699,SRR12794698.33297953,SRR12794698.45262219,SRR12794698.48311145,SRR12794698.48311948,SRR12794698.48311963,	RASA3	3	95,104,118
chr13:114041000|114052155	chr13	114041000	114052155	2	1_1_1	284	0.014	n/a	/n/a	-	SRR12794698.6287507,SRR12794698.42788055,	RASA3	2	95,104
chr13:114041000|114057474	chr13	114041000	114057474	12	5_7_4	184	0.115	n/a	/n/a	-	SRR12794698.3517062,SRR12794698.5323376,SRR12794698.8712500,SRR12794698.21974473,SRR12794698.21974511,SRR12794698.22053530,SRR12794698.22767521,SRR12794698.24425449,SRR12794698.24426637,SRR12794698.24814789,SRR12794698.35572201,SRR12794698.35572644,	RASA3	4	95,104,224,242
chr13:114052052|114057474	chr13	114052052	114057474	7	3_4_2	187	0.07	n/a	/n/a	-	SRR12794698.38027,SRR12794698.7362856,SRR12794698.7362930,SRR12794698.10746940,SRR12794698.21788964,SRR12794698.25318004,SRR12794698.25315788,	RASA3	3	104,224,242
chr6:1726416|1742586	chr6	1726416	1742586	2	1_2_1	25	0.138	n/a	/n/a	-	SRR12794698.3216146,SRR12794698.8736182,	GMDS	2	97,119
chr6:2115771|2124731	chr6	2115771	2124731	3	1_1_2	32	0.158	n/a	/n/a	-	SRR12794698.9208071,SRR12794698.38389798,SRR12794698.38390600,	GMDS	3	110,88,45
chr6:2835856|2836250	chr6	2835856	2836250	8	5_6_1	838	0.019	n/a	/n/a	-	SRR12794698.3072833,SRR12794698.8294111,SRR12794698.12878164,SRR12794698.28416197,SRR12794698.41608649,SRR12794698.3026229,SRR12794698.21954381,SRR12794698.21954415,	SERPINB1	2	168,143
chr6:3076764|3077935	chr6	3076764	3077935	29	18_19_0	76	0.433	n/a	/n/a	+	SRR12794698.1043414,SRR12794698.3629351,SRR12794698.5242109,SRR12794698.7007321,SRR12794698.7008382,SRR12794698.9839078,SRR12794698.11530323,SRR12794698.12539953,SRR12794698.12540005,SRR12794698.15566637,SRR12794698.15846313,SRR12794698.17457619,SRR12794698.20880677,SRR12794698.22203728,SRR12794698.22686535,SRR12794698.26010649,SRR12794698.27623314,SRR12794698.28593242,SRR12794698.29226052,SRR12794698.41203423,SRR12794698.41413940,SRR12794698.41550006,SRR12794698.41550185,SRR12794698.43181984,SRR12794698.44531904,SRR12794698.45905258,SRR12794698.48117678,SRR12794698.48482558,SRR12794698.45544967,	RIPK1	2	224,157
chr6:3076764|3085408	chr6	3076764	3085408	2	2_2_0	93	0.041	n/a	/n/a	+	SRR12794698.11537438,SRR12794698.16313470,	RIPK1	6	224,157,138,114,229,150
chr6:3085259|3104315	chr6	3085259	3104315	2	2_1_1	109	0.035	n/a	/n/a	+	SRR12794698.30938634,SRR12794698.46415912,	RIPK1	3	150,77,91
chr6:4891713|4892379	chr6	4891713	4892379	43	31_31_0	50	0.632	n/a	/n/a	+	SRR12794698.399851,SRR12794698.822054,SRR12794698.2097367,SRR12794698.2261015,SRR12794698.12976265,SRR12794698.13082526,SRR12794698.13473217,SRR12794698.13474310,SRR12794698.13475356,SRR12794698.14680756,SRR12794698.15764203,SRR12794698.17996388,SRR12794698.18477876,SRR12794698.18849410,SRR12794698.19345964,SRR12794698.20271070,SRR12794698.20675041,SRR12794698.23334806,SRR12794698.25235844,SRR12794698.25266213,SRR12794698.25584514,SRR12794698.29600358,SRR12794698.29977528,SRR12794698.31635573,SRR12794698.31963352,SRR12794698.32705167,SRR12794698.35936296,SRR12794698.37900469,SRR12794698.41123213,SRR12794698.41255095,SRR12794698.42582439,SRR12794698.43207033,SRR12794698.43738060,SRR12794698.48907403,SRR12794698.614330,SRR12794698.907907,SRR12794698.10830651,SRR12794698.20129901,SRR12794698.25805552,SRR12794698.28045709,SRR12794698.28055324,SRR12794698.28056360,SRR12794698.45510186,	CDYL	1	667
chr6:5404542|5431172	chr6	5404542	5431172	4	3_3_1	80	0.091	n/a	/n/a	+	SRR12794698.20598523,SRR12794698.42812326,SRR12794698.47229720,SRR12794698.21770492,	FARS2	2	160,132
chr6:6248312|6250929	chr6	6248312	6250929	4	2_2_0	162	0.047	n/a	/n/a	-	SRR12794698.4041578,SRR12794698.15365416,SRR12794698.15365456,SRR12794698.15365647,	F13A1	2	108,119
chr6:7176655|7189322	chr6	7176655	7189322	10	7_8_1	75	0.211	n/a	/n/a	+	SRR12794698.5771787,SRR12794698.8091285,SRR12794698.8091460,SRR12794698.20393835,SRR12794698.39899244,SRR12794698.40941263,SRR12794698.41788947,SRR12794698.41789078,SRR12794698.43824141,SRR12794698.45654786,	RREB1	5	119,123,213,90,164
chr6:7181124|7189322	chr6	7181124	7189322	3	3_2_0	68	0.081	n/a	/n/a	+	SRR12794698.24488091,SRR12794698.37477730,SRR12794698.31467735,	RREB1	4	123,213,90,164
chr6:7303550|7310029	chr6	7303550	7310029	16	2_10_4	452	0.066	n/a	/n/a	-	SRR12794698.17391097,SRR12794698.28586780,SRR12794698.28589289,SRR12794698.48706270,SRR12794698.1426668,SRR12794698.1734381,SRR12794698.1913459,SRR12794698.5409110,SRR12794698.13510917,SRR12794698.18428026,SRR12794698.19995586,SRR12794698.23353152,SRR12794698.26038379,SRR12794698.26629942,SRR12794698.32454062,SRR12794698.37440034,	SSR1	2	88,113
chr6:7602623|7606195	chr6	7602623	7606195	10	6_1_0	73	0.215	n/a	/n/a	+	SRR12794698.29587845,SRR12794698.1068066,SRR12794698.1068356,SRR12794698.1068702,SRR12794698.3170839,SRR12794698.7787624,SRR12794698.12158227,SRR12794698.16912400,SRR12794698.16912770,SRR12794698.39728477,	SNRNP48	3	122,89,165
chr6:10703405|10704844	chr6	10703405	10704844	11	2_7_6	36	0.379	n/a	/n/a	+	SRR12794698.3761830,SRR12794698.10950611,SRR12794698.10951574,SRR12794698.16838734,SRR12794698.23507111,SRR12794698.26139078,SRR12794698.41129138,SRR12794698.43725812,SRR12794698.43726195,SRR12794698.43726196,SRR12794698.17479922,	PAK1IP1	3	53,146,98
chr6:13579451|13584225	chr6	13579451	13584225	36	26_20_2	24	0.75	n/a	/n/a	+	SRR12794698.4279771,SRR12794698.6356390,SRR12794698.7862148,SRR12794698.16343587,SRR12794698.18981816,SRR12794698.24845260,SRR12794698.25044966,SRR12794698.26206972,SRR12794698.27131536,SRR12794698.27631614,SRR12794698.27632053,SRR12794698.27634207,SRR12794698.28085294,SRR12794698.28723909,SRR12794698.28742885,SRR12794698.29523002,SRR12794698.31734975,SRR12794698.31886697,SRR12794698.32667891,SRR12794698.34221247,SRR12794698.34221854,SRR12794698.36431177,SRR12794698.41664244,SRR12794698.42319160,SRR12794698.42357746,SRR12794698.42518345,SRR12794698.43179106,SRR12794698.43180508,SRR12794698.43675174,SRR12794698.44993721,SRR12794698.13804774,SRR12794698.14654702,SRR12794698.15918166,SRR12794698.17919534,SRR12794698.18189455,SRR12794698.18228464,	SIRT5	2	159,150
chr6:13632370|13644729	chr6	13632370	13644729	52	37_35_0	149	0.411	n/a	/n/a	-	SRR12794698.1816302,SRR12794698.2168389,SRR12794698.3723641,SRR12794698.5866464,SRR12794698.6059898,SRR12794698.6816198,SRR12794698.8929394,SRR12794698.12346863,SRR12794698.16623396,SRR12794698.18432197,SRR12794698.18433552,SRR12794698.19324581,SRR12794698.23438475,SRR12794698.23440326,SRR12794698.23661401,SRR12794698.23715951,SRR12794698.25245524,SRR12794698.25287713,SRR12794698.25454418,SRR12794698.25454506,SRR12794698.25783501,SRR12794698.26376429,SRR12794698.27140630,SRR12794698.28431156,SRR12794698.28789232,SRR12794698.30721644,SRR12794698.31010308,SRR12794698.33774515,SRR12794698.33851967,SRR12794698.35483858,SRR12794698.37240745,SRR12794698.37566470,SRR12794698.37910398,SRR12794698.38703729,SRR12794698.40040683,SRR12794698.40548015,SRR12794698.47374173,SRR12794698.48461419,SRR12794698.2053582,SRR12794698.2053772,SRR12794698.5642739,SRR12794698.9152469,SRR12794698.10543542,SRR12794698.10543590,SRR12794698.12574506,SRR12794698.13132396,SRR12794698.20086864,SRR12794698.25357561,SRR12794698.35546439,SRR12794698.35546822,SRR12794698.37910020,SRR12794698.47623765,	RANBP9	7	152,122,148,191,109,113,185
chr6:13632370|13658832	chr6	13632370	13658832	5	2_1_2	142	0.066	n/a	/n/a	-	SRR12794698.43101460,SRR12794698.43514393,SRR12794698.47499866,SRR12794698.11133726,SRR12794698.11133794,	RANBP9	10	152,122,148,191,109,113,185,23,168,53
chr6:13634431|13644729	chr6	13634431	13644729	3	2_3_0	153	0.038	n/a	/n/a	-	SRR12794698.4895016,SRR12794698.48991603,SRR12794698.14979505,	RANBP9	6	122,148,191,109,113,185
chr6:13639563|13644729	chr6	13639563	13644729	44	24_24_1	136	0.393	n/a	/n/a	-	SRR12794698.4924129,SRR12794698.5346532,SRR12794698.5347429,SRR12794698.5347578,SRR12794698.6587803,SRR12794698.7673854,SRR12794698.9489157,SRR12794698.9489552,SRR12794698.9521177,SRR12794698.11536260,SRR12794698.11963637,SRR12794698.11963692,SRR12794698.13210179,SRR12794698.15995227,SRR12794698.16290617,SRR12794698.16290661,SRR12794698.18840038,SRR12794698.18840046,SRR12794698.19031540,SRR12794698.20533351,SRR12794698.22452957,SRR12794698.24845778,SRR12794698.26594950,SRR12794698.26729709,SRR12794698.27001010,SRR12794698.28429125,SRR12794698.30057055,SRR12794698.30057743,SRR12794698.33448419,SRR12794698.33486346,SRR12794698.36517875,SRR12794698.40259619,SRR12794698.41563039,SRR12794698.42353040,SRR12794698.44391533,SRR12794698.44941892,SRR12794698.45058837,SRR12794698.46496180,SRR12794698.46496199,SRR12794698.47046628,SRR12794698.47363988,SRR12794698.48008344,SRR12794698.21867865,SRR12794698.27125651,	RANBP9	4	191,109,113,185
chr6:15374117|15468718	chr6	15374117	15468718	3	1_1_1	362	0.016	n/a	/n/a	+	SRR12794698.31621091,SRR12794698.31621785,SRR12794698.21778074,	JARID2	4	136,142,170,177
chr6:15410224|15468718	chr6	15410224	15468718	2	2_2_0	351	0.011	n/a	/n/a	+	SRR12794698.21982446,SRR12794698.46609219,	JARID2	3	142,170,177
chr6:15615267|15637804	chr6	15615267	15637804	2	2_2_0	31	0.114	n/a	/n/a	-	SRR12794698.12880847,SRR12794698.22789051,	DTNBP1	3	133,133,61
chr6:16326394|16328470	chr6	16326394	16328470	6	6_6_0	80	0.13	n/a	/n/a	-	SRR12794698.1120756,SRR12794698.1172565,SRR12794698.5486101,SRR12794698.42011764,SRR12794698.44504213,SRR12794698.46015733,	ATXN1	1	2077
chr6:16585780|16657901	chr6	16585780	16657901	6	5_5_0	130	0.085	n/a	/n/a	-	SRR12794698.6129603,SRR12794698.6836652,SRR12794698.18527945,SRR12794698.20967802,SRR12794698.32730880,SRR12794698.41818550,	ATXN1	2	128,126
chr6:17602590|17606013	chr6	17602590	17606013	2	2_2_0	200	0.02	n/a	/n/a	+	SRR12794698.5078196,SRR12794698.5566845,	FAM8A1	3	121,124,140
chr6:17661653|17675770	chr6	17661653	17675770	2	2_2_0	240	0.016	n/a	/n/a	-	SRR12794698.40990071,SRR12794698.44991714,	NUP153	9	127,53,147,54,45,117,129,140,249
chr6:17665239|17669546	chr6	17665239	17669546	2	2_1_1	177	0.022	n/a	/n/a	-	SRR12794698.21886596,SRR12794698.33128396,	NUP153	4	147,54,45,117
chr6:17665239|17669028	chr6	17665239	17669028	2	2_1_1	186	0.021	n/a	/n/a	-	SRR12794698.24603234,SRR12794698.26516472,	NUP153	2	147,54
chr6:17668975|17669546	chr6	17668975	17669546	2	0_2_2	154	0.025	n/a	/n/a	-	SRR12794698.19500438,SRR12794698.28500597,	NUP153	3	54,45,117
chr6:17674905|17675770	chr6	17674905	17675770	3	3_3_0	229	0.026	n/a	/n/a	-	SRR12794698.9034285,SRR12794698.24202970,SRR12794698.35292112,	NUP153	3	129,140,249
chr6:17808768|17828370	chr6	17808768	17828370	3	2_1_0	180	0.032	n/a	/n/a	-	SRR12794698.3538601,SRR12794698.3539269,SRR12794698.14607669,	KIF13A	5	163,214,167,87,131
chr6:18159883|18171479	chr6	18159883	18171479	2	1_2_1	104	0.037	n/a	/n/a	+	SRR12794698.14863690,SRR12794698.16022041,	KDM1B	5	100,128,90,112,117
chr6:18159883|18166378	chr6	18159883	18166378	5	5_5_0	122	0.076	n/a	/n/a	+	SRR12794698.2297615,SRR12794698.10038752,SRR12794698.10109062,SRR12794698.13351229,SRR12794698.47947430,	KDM1B	4	100,128,90,112
chr6:18161327|18162924	chr6	18161327	18162924	3	3_1_2	132	0.043	n/a	/n/a	+	SRR12794698.10901216,SRR12794698.30065629,SRR12794698.36868467,	KDM1B	2	128,90
chr6:18212488|18213781	chr6	18212488	18213781	27	21_18_6	101	0.348	n/a	/n/a	+	SRR12794698.1324436,SRR12794698.2370597,SRR12794698.3087977,SRR12794698.5986996,SRR12794698.7511633,SRR12794698.7765989,SRR12794698.8528496,SRR12794698.15105050,SRR12794698.18857437,SRR12794698.20330873,SRR12794698.21636096,SRR12794698.21985662,SRR12794698.23569883,SRR12794698.24436396,SRR12794698.24757438,SRR12794698.33896979,SRR12794698.37999410,SRR12794698.39614943,SRR12794698.42245692,SRR12794698.44862027,SRR12794698.45939453,SRR12794698.48701186,SRR12794698.48741709,SRR12794698.17377927,SRR12794698.25393124,SRR12794698.34086038,SRR12794698.46268045,	KDM1B	2	117,126
chr6:18215007|18217885	chr6	18215007	18217885	8	5_7_0	95	0.144	n/a	/n/a	+	SRR12794698.22386574,SRR12794698.26134734,SRR12794698.33529796,SRR12794698.39853413,SRR12794698.46575241,SRR12794698.2520322,SRR12794698.19518777,SRR12794698.21101556,	KDM1B	2	123,153
chr6:18236452|18237516	chr6	18236452	18237516	9	6_8_0	429	0.04	n/a	/n/a	-	SRR12794698.26000114,SRR12794698.28648395,SRR12794698.32580499,SRR12794698.46156495,SRR12794698.49142377,SRR12794698.10532540,SRR12794698.20253510,SRR12794698.26443118,SRR12794698.47595657,	DEK	2	149,136
chr6:18236452|18258405	chr6	18236452	18258405	36	19_15_7	408	0.15	n/a	/n/a	-	SRR12794698.68886,SRR12794698.1640547,SRR12794698.2149891,SRR12794698.7685813,SRR12794698.8116796,SRR12794698.12813330,SRR12794698.13553952,SRR12794698.14163026,SRR12794698.14315165,SRR12794698.14902406,SRR12794698.16202233,SRR12794698.18733291,SRR12794698.23759241,SRR12794698.25133105,SRR12794698.25901765,SRR12794698.25901833,SRR12794698.25904356,SRR12794698.27172990,SRR12794698.29422186,SRR12794698.36807045,SRR12794698.39415337,SRR12794698.42136036,SRR12794698.42136141,SRR12794698.42494384,SRR12794698.43304419,SRR12794698.46653420,SRR12794698.47097639,SRR12794698.47377251,SRR12794698.47377276,SRR12794698.15346791,SRR12794698.24153179,SRR12794698.32362129,SRR12794698.38070019,SRR12794698.38071421,SRR12794698.41905455,SRR12794698.41905468,	DEK	7	149,136,189,121,95,110,102
