circRNA_ID	chr	circRNA_start	circRNA_end	X.junction_reads	SM_MS_SMS	X.non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID	gene_name	exon_count	exon_sizes
chr7:45747215|45751646	chr7	45747215	45751646	4	1_1_1	12	0.4	n/a	/n/a	-	SRR12794696.32734619,SRR12794696.25115790,SRR12794696.44347594,SRR12794696.44347633,	SEPTIN7P2	3	97,89,118
chr7:48227262|48229955	chr7	48227262	48229955	5	3_3_0	17	0.37	n/a	/n/a	+	SRR12794696.1444707,SRR12794696.1444791,SRR12794696.1448272,SRR12794696.21637176,SRR12794696.38261816,	ABCA13	2	164,131
chr7:48410520|48412583	chr7	48410520	48412583	8	7_7_0	7	0.696	n/a	/n/a	+	SRR12794696.8887927,SRR12794696.14071941,SRR12794696.14071979,SRR12794696.17447541,SRR12794696.28667269,SRR12794696.34399105,SRR12794696.36646114,SRR12794696.43584301,	ABCA13	2	158,231
chr7:48410520|48427871	chr7	48410520	48427871	4	3_3_1	4	0.667	n/a	/n/a	+	SRR12794696.24207275,SRR12794696.26864672,SRR12794696.45333157,SRR12794696.11740498,	ABCA13	3	158,231,106
chr7:48466956|48489344	chr7	48466956	48489344	2	2_1_1	3	0.571	n/a	/n/a	+	SRR12794696.21299970,SRR12794696.34510046,	ABCA13	5	90,70,119,88,109
chr7:48471530|48489344	chr7	48471530	48489344	9	0_6_7	11	0.621	n/a	/n/a	+	SRR12794696.5005695,SRR12794696.21379780,SRR12794696.21380027,SRR12794696.22145245,SRR12794696.23542027,SRR12794696.24993906,SRR12794696.27274794,SRR12794696.47424522,SRR12794696.26724083,	ABCA13	4	70,119,88,109
chr7:48511084|48528345	chr7	48511084	48528345	5	4_4_1	3	0.769	n/a	/n/a	+	SRR12794696.6905924,SRR12794696.8533361,SRR12794696.32397439,SRR12794696.41267325,SRR12794696.30499578,	ABCA13	5	116,157,254,193,110
chr7:50319048|50327757	chr7	50319048	50327757	52	10_25_23	449	0.188	n/a	/n/a	+	SRR12794696.263348,SRR12794696.1110949,SRR12794696.1310747,SRR12794696.2417601,SRR12794696.2417649,SRR12794696.2505661,SRR12794696.2645091,SRR12794696.2646276,SRR12794696.3352756,SRR12794696.4176739,SRR12794696.4777547,SRR12794696.7298703,SRR12794696.7518440,SRR12794696.7518543,SRR12794696.11272145,SRR12794696.11272849,SRR12794696.12796881,SRR12794696.14749687,SRR12794696.14750149,SRR12794696.15212767,SRR12794696.17778676,SRR12794696.17779746,SRR12794696.23867255,SRR12794696.24125832,SRR12794696.24155579,SRR12794696.24254609,SRR12794696.25631618,SRR12794696.27966785,SRR12794696.28903558,SRR12794696.29499168,SRR12794696.31425269,SRR12794696.31425349,SRR12794696.31425350,SRR12794696.33140231,SRR12794696.34422652,SRR12794696.36418577,SRR12794696.39182605,SRR12794696.39182657,SRR12794696.40669645,SRR12794696.41245609,SRR12794696.42233608,SRR12794696.42954005,SRR12794696.42954196,SRR12794696.43816532,SRR12794696.43849584,SRR12794696.43850118,SRR12794696.43950939,SRR12794696.2351744,SRR12794696.4899258,SRR12794696.10752350,SRR12794696.12812059,SRR12794696.13358309,	IKZF1	2	54,120
chr7:50319048|50391863	chr7	50319048	50391863	4	1_3_2	400	0.02	n/a	/n/a	+	SRR12794696.524166,SRR12794696.524233,SRR12794696.6354518,SRR12794696.33810949,	IKZF1	4	54,120,168,135
chr7:50376533|50391863	chr7	50376533	50391863	2	2_2_0	320	0.012	n/a	/n/a	+	SRR12794696.14585563,SRR12794696.42835638,	IKZF1	3	261,168,135
chr7:55982210|55983868	chr7	55982210	55983868	7	2_5_3	114	0.109	n/a	/n/a	+	SRR12794696.8105490,SRR12794696.35284892,SRR12794696.35286325,SRR12794696.37118433,SRR12794696.37909169,SRR12794696.37909921,SRR12794696.41701933,	NIPSNAP2	2	71,141
chr7:56076834|56078508	chr7	56076834	56078508	2	2_2_0	126	0.031	n/a	/n/a	+	SRR12794696.10415362,SRR12794696.23434802,	SUMF2	3	56,85,145
chr7:56083278|56083715	chr7	56083278	56083715	4	3_2_1	6	0.571	n/a	/n/a	-	SRR12794696.20656794,SRR12794696.29490836,SRR12794696.29490909,SRR12794696.48575465,	PHKG1	2	164,66
chr7:64336259|64336982	chr7	64336259	64336982	5	5_1_4	46	0.179	n/a	/n/a	+	SRR12794696.3790138,SRR12794696.17278713,SRR12794696.19237649,SRR12794696.26547790,SRR12794696.36860691,	ZNF736	2	127,96
chr7:64543707|64544432	chr7	64543707	64544432	21	13_15_4	14	0.75	n/a	/n/a	-	SRR12794696.3859755,SRR12794696.5556927,SRR12794696.12665098,SRR12794696.12841202,SRR12794696.16478626,SRR12794696.16772758,SRR12794696.19563043,SRR12794696.19761725,SRR12794696.19782557,SRR12794696.20872895,SRR12794696.21861136,SRR12794696.24619738,SRR12794696.24671508,SRR12794696.25668163,SRR12794696.39182896,SRR12794696.41508444,SRR12794696.41822996,SRR12794696.43821468,SRR12794696.14969891,SRR12794696.16377400,SRR12794696.36577210,	ZNF680	2	96,127
chr7:65964323|65967907	chr7	65964323	65967907	4	2_2_0	73	0.099	n/a	/n/a	-	SRR12794696.18719092,SRR12794696.18719419,SRR12794696.40452619,SRR12794696.40452765,	GUSB	2	136,177
chr7:65979399|65980409	chr7	65979399	65980409	2	2_2_0	58	0.065	n/a	/n/a	-	SRR12794696.2705793,SRR12794696.12566001,	GUSB	3	143,185,186
chr7:66127704|66134374	chr7	66127704	66134374	38	6_16_28	73	0.51	n/a	/n/a	+	SRR12794696.62490,SRR12794696.2331210,SRR12794696.2819187,SRR12794696.3818975,SRR12794696.5806402,SRR12794696.6462778,SRR12794696.6462800,SRR12794696.7147493,SRR12794696.7362001,SRR12794696.8045110,SRR12794696.9167159,SRR12794696.12858336,SRR12794696.21326625,SRR12794696.22825438,SRR12794696.27214849,SRR12794696.30108056,SRR12794696.30728617,SRR12794696.30907680,SRR12794696.33761554,SRR12794696.34927873,SRR12794696.35125254,SRR12794696.42148017,SRR12794696.42148045,SRR12794696.42722155,SRR12794696.43072920,SRR12794696.43655749,SRR12794696.44537891,SRR12794696.45017539,SRR12794696.45017619,SRR12794696.45897275,SRR12794696.47669554,SRR12794696.4943134,SRR12794696.6968346,SRR12794696.17381545,SRR12794696.21347679,SRR12794696.31988111,SRR12794696.45417102,SRR12794696.46253869,	CRCP	2	37,95
chr7:66130744|66134374	chr7	66130744	66134374	2	2_1_1	90	0.043	n/a	/n/a	+	SRR12794696.17045439,SRR12794696.21517001,	CRCP	2	99,95
chr7:66240325|66241270	chr7	66240325	66241270	2	2_2_0	63	0.06	n/a	/n/a	+	SRR12794696.30698396,SRR12794696.45395184,	TPST1	1	946
chr7:66286511|66286709	chr7	66286511	66286709	2	2_2_0	61	0.062	n/a	/n/a	+	SRR12794696.8559384,SRR12794696.31406841,	TPST1	1	199
chr7:66573385|66576929	chr7	66573385	66576929	3	3_3_0	47	0.113	n/a	/n/a	-	SRR12794696.10628482,SRR12794696.16028462,SRR12794696.31055408,	GS1-124K5.11	2	166,175
chr7:66797374|66805396	chr7	66797374	66805396	3	2_2_1	68	0.081	n/a	/n/a	+	SRR12794696.13297881,SRR12794696.31220782,SRR12794696.40912416,	RABGEF1	3	133,92,257
chr7:66993217|66994341	chr7	66993217	66994341	15	10_10_0	96	0.238	n/a	/n/a	-	SRR12794696.4858817,SRR12794696.6588032,SRR12794696.6588044,SRR12794696.7501519,SRR12794696.7802392,SRR12794696.8587887,SRR12794696.12399834,SRR12794696.13998647,SRR12794696.13998652,SRR12794696.14759005,SRR12794696.18796846,SRR12794696.21872724,SRR12794696.22414774,SRR12794696.22595571,SRR12794696.23026967,	SBDS	2	201,130
chr7:67067285|67083539	chr7	67067285	67083539	3	2_1_1	27	0.182	n/a	/n/a	+	SRR12794696.5309864,SRR12794696.13641877,SRR12794696.16305799,	TYW1	2	119,110
chr7:72694687|72744601	chr7	72694687	72744601	2	2_2_0	21	0.16	n/a	/n/a	-	SRR12794696.12990282,SRR12794696.34494861,	TYW1B	4	136,178,110,118
chr7:72830692|72831798	chr7	72830692	72831798	9	7_7_1	88	0.17	n/a	/n/a	+	SRR12794696.10421093,SRR12794696.11856876,SRR12794696.23190579,SRR12794696.27001559,SRR12794696.40802104,SRR12794696.40802137,SRR12794696.45928455,SRR12794696.48459065,SRR12794696.387292,	SBDSP1	2	122,197
chr7:72830692|72833928	chr7	72830692	72833928	3	2_2_1	70	0.079	n/a	/n/a	+	SRR12794696.31213306,SRR12794696.35178576,SRR12794696.12790047,	SBDSP1	3	122,197,165
chr7:72831602|72831798	chr7	72831602	72831798	2	2_2_0	95	0.04	n/a	/n/a	+	SRR12794696.884076,SRR12794696.29006363,	SBDSP1	1	197
chr7:73203423|73204604	chr7	73203423	73204604	2	2_1_0	34	0.105	n/a	/n/a	+	SRR12794696.1510344,SRR12794696.12859605,	GTF2IP4	2	42,42
chr7:73469517|73470483	chr7	73469517	73470483	2	2_2_0	113	0.034	n/a	/n/a	-	SRR12794696.5517318,SRR12794696.39583416,	BAZ1B	2	134,139
chr7:73686636|73687095	chr7	73686636	73687095	4	2_3_3	49	0.14	n/a	/n/a	+	SRR12794696.9572517,SRR12794696.20188298,SRR12794696.24964132,SRR12794696.33175103,	BUD23	3	96,83,97
chr7:74219744|74220734	chr7	74219744	74220734	18	1_1_12	471	0.071	n/a	/n/a	+	SRR12794696.34828051,SRR12794696.35067491,SRR12794696.1206918,SRR12794696.2820785,SRR12794696.2822610,SRR12794696.3480510,SRR12794696.8125734,SRR12794696.8125850,SRR12794696.9934905,SRR12794696.11026656,SRR12794696.14034936,SRR12794696.32909083,SRR12794696.32909210,SRR12794696.39975424,SRR12794696.39976153,SRR12794696.45120764,SRR12794696.46454138,SRR12794696.47368185,	LAT2	5	44,49,38,36,31
chr7:74235532|74246763	chr7	74235532	74246763	2	1_2_1	55	0.068	n/a	/n/a	-	SRR12794696.10239496,SRR12794696.11456929,	RFC2	6	114,81,66,158,101,102
chr7:74705164|74718941	chr7	74705164	74718941	2	0_1_2	91	0.042	n/a	/n/a	+	SRR12794696.32353112,SRR12794696.7886795,	GTF2I	6	55,44,78,60,57,63
chr7:75553453|75554526	chr7	75553453	75554526	3	2_0_2	38	0.136	n/a	/n/a	-	SRR12794696.11644520,SRR12794696.39248689,SRR12794696.39248888,	HIP1	3	137,108,87
chr7:77374070|77377390	chr7	77374070	77377390	3	0_1_2	150	0.038	n/a	/n/a	-	SRR12794696.4133950,SRR12794696.8228417,SRR12794696.8228430,	GSAP	4	86,44,60,105
chr7:77376848|77404615	chr7	77376848	77404615	4	1_2_4	141	0.054	n/a	/n/a	-	SRR12794696.5557500,SRR12794696.13957179,SRR12794696.32215735,SRR12794696.17933823,	GSAP	8	60,105,50,70,89,54,70,57
chr7:77376848|77382643	chr7	77376848	77382643	4	0_2_2	161	0.047	n/a	/n/a	-	SRR12794696.15853422,SRR12794696.15854502,SRR12794696.38867203,SRR12794696.46552148,	GSAP	4	60,105,50,70
chr7:77396982|77404615	chr7	77396982	77404615	5	1_2_4	125	0.074	n/a	/n/a	-	SRR12794696.27937381,SRR12794696.29107945,SRR12794696.32710152,SRR12794696.48604483,SRR12794696.47683480,	GSAP	3	54,70,57
chr7:77396982|77406105	chr7	77396982	77406105	12	1_6_10	117	0.17	n/a	/n/a	-	SRR12794696.5383993,SRR12794696.7060981,SRR12794696.18943866,SRR12794696.20112560,SRR12794696.27546822,SRR12794696.27547099,SRR12794696.40965316,SRR12794696.46027506,SRR12794696.47258460,SRR12794696.3922803,SRR12794696.4953956,SRR12794696.16993743,	GSAP	4	54,70,57,77
chr7:77571078|77600806	chr7	77571078	77600806	4	3_3_0	203	0.038	n/a	/n/a	+	SRR12794696.2437362,SRR12794696.13568408,SRR12794696.20980050,SRR12794696.26437752,	PTPN12	7	109,77,96,39,72,60,143
chr7:77571078|77585581	chr7	77571078	77585581	6	2_0_4	252	0.045	n/a	/n/a	+	SRR12794696.19255798,SRR12794696.33409312,SRR12794696.46821731,SRR12794696.14373796,SRR12794696.14375701,SRR12794696.30416374,	PTPN12	4	109,77,96,39
chr7:77571078|77592256	chr7	77571078	77592256	7	4_4_3	257	0.052	n/a	/n/a	+	SRR12794696.4771722,SRR12794696.24033213,SRR12794696.29673902,SRR12794696.46339884,SRR12794696.34870771,SRR12794696.36443187,SRR12794696.40719394,	PTPN12	5	109,77,96,39,72
chr7:77581427|77600806	chr7	77581427	77600806	9	6_7_1	247	0.068	n/a	/n/a	+	SRR12794696.12000978,SRR12794696.12098302,SRR12794696.12764653,SRR12794696.36516626,SRR12794696.36516627,SRR12794696.37291186,SRR12794696.48661939,SRR12794696.48662746,SRR12794696.48662833,	PTPN12	6	77,96,39,72,60,143
chr7:77581427|77583650	chr7	77581427	77583650	4	0_3_4	245	0.032	n/a	/n/a	+	SRR12794696.13119533,SRR12794696.38820453,SRR12794696.46340224,SRR12794696.4797882,	PTPN12	2	77,96
chr7:77581427|77585581	chr7	77581427	77585581	4	2_0_4	292	0.027	n/a	/n/a	+	SRR12794696.19422984,SRR12794696.22073845,SRR12794696.29165313,SRR12794696.37895539,	PTPN12	3	77,96,39
chr7:77581427|77592256	chr7	77581427	77592256	8	7_3_6	301	0.05	n/a	/n/a	+	SRR12794696.9535927,SRR12794696.10707963,SRR12794696.11002678,SRR12794696.16088844,SRR12794696.27685477,SRR12794696.29248265,SRR12794696.31267140,SRR12794696.39842420,	PTPN12	4	77,96,39,72
chr7:77585543|77600806	chr7	77585543	77600806	19	3_15_14	281	0.119	n/a	/n/a	+	SRR12794696.2891329,SRR12794696.9879928,SRR12794696.10640810,SRR12794696.12619509,SRR12794696.15203331,SRR12794696.16595753,SRR12794696.16628666,SRR12794696.17892737,SRR12794696.18541410,SRR12794696.18541438,SRR12794696.19572781,SRR12794696.20700448,SRR12794696.31025367,SRR12794696.34392058,SRR12794696.36030541,SRR12794696.38145220,SRR12794696.45333880,SRR12794696.22482606,SRR12794696.22586269,	PTPN12	4	39,72,60,143
chr7:77585543|77607301	chr7	77585543	77607301	2	1_0_2	260	0.015	n/a	/n/a	+	SRR12794696.3639442,SRR12794696.1052665,	PTPN12	5	39,72,60,143,67
chr7:77626705|77627675	chr7	77626705	77627675	3	2_3_0	273	0.022	n/a	/n/a	+	SRR12794696.22807679,SRR12794696.34267123,SRR12794696.10687702,	PTPN12	1	971
chr7:77736410|77750064	chr7	77736410	77750064	3	2_2_0	163	0.036	n/a	/n/a	+	SRR12794696.24696928,SRR12794696.24697066,SRR12794696.41143336,	RSBN1L	2	117,641
chr7:87163495|87174669	chr7	87163495	87174669	3	3_1_2	270	0.022	n/a	/n/a	+	SRR12794696.24236311,SRR12794696.33347350,SRR12794696.33349142,	DMTF1	5	123,123,95,115,77
chr7:90372155|90378211	chr7	90372155	90378211	3	0_1_2	53	0.102	n/a	/n/a	+	SRR12794696.32461535,SRR12794696.1996283,SRR12794696.1997519,	GTPBP10	4	74,53,108,78
chr7:90726567|90726812	chr7	90726567	90726812	6	5_5_0	176	0.064	n/a	/n/a	+	SRR12794696.13742831,SRR12794696.30014116,SRR12794696.30014813,SRR12794696.41222886,SRR12794696.41965105,SRR12794696.46628001,	CDK14	1	246
chr7:90747681|90790652	chr7	90747681	90790652	12	6_6_8	198	0.108	n/a	/n/a	+	SRR12794696.865870,SRR12794696.7586108,SRR12794696.14411754,SRR12794696.21711037,SRR12794696.23075114,SRR12794696.28792098,SRR12794696.32029701,SRR12794696.35884988,SRR12794696.37647035,SRR12794696.38114067,SRR12794696.38114805,SRR12794696.42256710,	CDK14	2	95,80
chr7:92213195|92226682	chr7	92213195	92226682	3	2_2_0	64	0.086	n/a	/n/a	-	SRR12794696.4084145,SRR12794696.4084369,SRR12794696.17275767,	KRIT1	7	207,88,167,152,157,108,157
chr7:92225720|92226682	chr7	92225720	92226682	2	2_2_0	76	0.05	n/a	/n/a	-	SRR12794696.13862988,SRR12794696.31718152,	KRIT1	2	108,157
chr7:92294889|92307656	chr7	92294889	92307656	7	7_6_0	78	0.152	n/a	/n/a	+	SRR12794696.2610921,SRR12794696.2611336,SRR12794696.14106663,SRR12794696.27175152,SRR12794696.30003650,SRR12794696.45778703,SRR12794696.44947236,	ANKIB1	2	278,298
chr7:92294889|92319512	chr7	92294889	92319512	4	4_4_0	76	0.095	n/a	/n/a	+	SRR12794696.15085618,SRR12794696.25763293,SRR12794696.35137119,SRR12794696.36074303,	ANKIB1	3	278,298,183
chr7:92294889|92327900	chr7	92294889	92327900	15	11_9_2	74	0.288	n/a	/n/a	+	SRR12794696.6559702,SRR12794696.12712045,SRR12794696.22825949,SRR12794696.29439568,SRR12794696.31471647,SRR12794696.34599243,SRR12794696.35020535,SRR12794696.36427231,SRR12794696.36904393,SRR12794696.37469053,SRR12794696.37469666,SRR12794696.41575315,SRR12794696.41575418,SRR12794696.46251547,SRR12794696.46352868,	ANKIB1	4	278,298,183,118
chr7:92343024|92352642	chr7	92343024	92352642	2	2_2_0	85	0.045	n/a	/n/a	+	SRR12794696.24975683,SRR12794696.39541071,	ANKIB1	4	209,89,145,167
chr7:92510944|92518255	chr7	92510944	92518255	2	0_2_2	47	0.078	n/a	/n/a	-	SRR12794696.37749645,SRR12794696.37750919,	PEX1	5	104,124,120,767,115
chr7:92517276|92518255	chr7	92517276	92518255	3	3_3_0	44	0.12	n/a	/n/a	-	SRR12794696.797791,SRR12794696.13495876,SRR12794696.45591514,	PEX1	2	767,115
chr7:93252653|93259632	chr7	93252653	93259632	3	2_2_1	74	0.075	n/a	/n/a	+	SRR12794696.2369975,SRR12794696.26232674,SRR12794696.9169221,	VPS50	7	123,72,54,71,118,36,83
chr7:93291703|93297243	chr7	93291703	93297243	2	2_2_0	70	0.054	n/a	/n/a	+	SRR12794696.6175963,SRR12794696.17336819,	VPS50	4	133,92,95,99
chr7:98137315|98159425	chr7	98137315	98159425	3	2_1_1	118	0.048	n/a	/n/a	+	SRR12794696.2113684,SRR12794696.2113965,SRR12794696.38756849,	LMTK2	5	128,145,74,119,88
chr7:98137315|98154876	chr7	98137315	98154876	3	2_2_0	111	0.051	n/a	/n/a	+	SRR12794696.355562,SRR12794696.355668,SRR12794696.4853414,	LMTK2	4	128,145,74,119
chr7:98228014|98229166	chr7	98228014	98229166	3	3_3_0	122	0.047	n/a	/n/a	-	SRR12794696.15820022,SRR12794696.39964557,SRR12794696.46528132,	TECPR1	2	103,128
chr7:99333325|99344515	chr7	99333325	99344515	3	0_2_1	41	0.128	n/a	/n/a	+	SRR12794696.33053990,SRR12794696.34011956,SRR12794696.38249588,	ARPC1A	3	93,103,223
chr7:99388039|99390012	chr7	99388039	99390012	3	3_2_0	1411	0.004	n/a	/n/a	+	SRR12794696.21075105,SRR12794696.29847200,SRR12794696.21177983,	ARPC1B	2	223,108
chr7:99389905|99391253	chr7	99389905	99391253	3	1_1_2	1307	0.005	n/a	/n/a	+	SRR12794696.2291878,SRR12794696.2292945,SRR12794696.12860835,	ARPC1B	3	108,207,76
chr7:99390893|99391253	chr7	99390893	99391253	7	2_2_3	1240	0.011	n/a	/n/a	+	SRR12794696.25039819,SRR12794696.30293010,SRR12794696.43716160,SRR12794696.43716180,SRR12794696.46417510,SRR12794696.14431562,SRR12794696.46163024,	ARPC1B	2	207,76
chr7:99403398|99404953	chr7	99403398	99404953	5	1_2_2	19	0.345	n/a	/n/a	-	SRR12794696.41052571,SRR12794696.28725536,SRR12794696.34224884,SRR12794696.37626633,SRR12794696.37626977,	PDAP1	2	108,92
chr7:100023419|100024307	chr7	100023419	100024307	19	15_16_1	115	0.248	n/a	/n/a	+	SRR12794696.931397,SRR12794696.2444238,SRR12794696.3293864,SRR12794696.15132947,SRR12794696.15193134,SRR12794696.16609927,SRR12794696.17312949,SRR12794696.17313368,SRR12794696.19926623,SRR12794696.20791158,SRR12794696.22098845,SRR12794696.25523354,SRR12794696.28045705,SRR12794696.42646515,SRR12794696.45395207,SRR12794696.48053075,SRR12794696.48053076,SRR12794696.2590696,SRR12794696.27162113,	ZKSCAN1	2	514,154
chr7:100812747|100813208	chr7	100812747	100813208	8	6_5_2	118	0.119	n/a	/n/a	-	SRR12794696.2366073,SRR12794696.24342686,SRR12794696.31328129,SRR12794696.36081239,SRR12794696.47031892,SRR12794696.48413292,SRR12794696.8404718,SRR12794696.8405925,	EPHB4	2	248,114
chr7:101916115|102070417	chr7	101916115	102070417	3	2_1_1	209	0.028	n/a	/n/a	+	SRR12794696.4372822,SRR12794696.4372891,SRR12794696.24766898,	CUX1	3	111,48,79
chr7:102070339|102115273	chr7	102070339	102115273	2	0_2_2	192	0.02	n/a	/n/a	+	SRR12794696.1546206,SRR12794696.16104126,	CUX1	5	79,138,124,77,67
chr7:102227367|102227669	chr7	102227367	102227669	17	12_13_0	34	0.5	n/a	/n/a	+	SRR12794696.1703227,SRR12794696.17458351,SRR12794696.17458361,SRR12794696.22426482,SRR12794696.22455847,SRR12794696.22643705,SRR12794696.22644312,SRR12794696.26707178,SRR12794696.33807240,SRR12794696.35652539,SRR12794696.40282794,SRR12794696.44173726,SRR12794696.48647665,SRR12794696.33963822,SRR12794696.33964334,SRR12794696.40265855,SRR12794696.43885506,	CUX1	1	303
chr7:102397620|102407498	chr7	102397620	102407498	3	1_1_3	66	0.083	n/a	/n/a	+	SRR12794696.2763647,SRR12794696.23071961,SRR12794696.33632124,	LOC100630923	4	79,101,86,65
chr7:102399548|102407498	chr7	102399548	102407498	3	2_0_2	84	0.067	n/a	/n/a	+	SRR12794696.17277161,SRR12794696.17279820,SRR12794696.23116960,	LOC100630923	3	101,86,65
chr7:102757854|102761411	chr7	102757854	102761411	9	5_4_1	12	0.6	n/a	/n/a	+	SRR12794696.11105350,SRR12794696.20545911,SRR12794696.22182669,SRR12794696.35132644,SRR12794696.40601934,SRR12794696.28511516,SRR12794696.35132210,SRR12794696.35132645,SRR12794696.40601825,	FAM185A	2	93,139
chr7:103025063|103029418	chr7	103025063	103029418	3	3_2_1	4	0.6	n/a	/n/a	-	SRR12794696.8873188,SRR12794696.28191881,SRR12794696.30988588,	FBXL13	4	168,110,149,68
chr7:103303842|103304490	chr7	103303842	103304490	4	2_0_3	184	0.042	n/a	/n/a	+	SRR12794696.14783580,SRR12794696.32947523,SRR12794696.43421811,SRR12794696.27243194,	PMPCB	2	199,80
chr7:103321932|103322794	chr7	103321932	103322794	24	18_11_2	68	0.414	n/a	/n/a	-	SRR12794696.10503270,SRR12794696.14298602,SRR12794696.24597300,SRR12794696.25009470,SRR12794696.32516462,SRR12794696.34292139,SRR12794696.35342800,SRR12794696.35343659,SRR12794696.40252857,SRR12794696.47623695,SRR12794696.48092308,SRR12794696.48318366,SRR12794696.48374705,SRR12794696.48375156,SRR12794696.48588580,SRR12794696.6402511,SRR12794696.6402518,SRR12794696.6402532,SRR12794696.7996402,SRR12794696.15494476,SRR12794696.15494579,SRR12794696.15494832,SRR12794696.29992673,SRR12794696.43417751,	DNAJC2	3	150,122,92
chr7:104188251|104204234	chr7	104188251	104204234	3	2_1_1	44	0.12	n/a	/n/a	-	SRR12794696.9384808,SRR12794696.9385204,SRR12794696.12708587,	ORC5	5	131,112,75,201,93
chr7:105038126|105041023	chr7	105038126	105041023	3	1_2_3	372	0.016	n/a	/n/a	+	SRR12794696.8486768,SRR12794696.45294913,SRR12794696.45845419,	KMT2E	2	74,185
chr7:105062164|105081797	chr7	105062164	105081797	4	2_2_2	411	0.019	n/a	/n/a	+	SRR12794696.6753995,SRR12794696.48406097,SRR12794696.17173419,SRR12794696.33492383,	KMT2E	10	115,230,81,59,173,39,231,131,118,110
chr7:105073619|105077433	chr7	105073619	105077433	21	4_14_10	414	0.092	n/a	/n/a	+	SRR12794696.4830669,SRR12794696.4832001,SRR12794696.6005420,SRR12794696.8497960,SRR12794696.8552654,SRR12794696.10561799,SRR12794696.15246286,SRR12794696.15366436,SRR12794696.24035613,SRR12794696.34184067,SRR12794696.36804193,SRR12794696.37685824,SRR12794696.37685875,SRR12794696.42907607,SRR12794696.43586889,SRR12794696.45813244,SRR12794696.48155891,SRR12794696.7036368,SRR12794696.16116666,SRR12794696.16204914,SRR12794696.16205546,	KMT2E	5	59,173,39,231,131
chr7:105073619|105078963	chr7	105073619	105078963	25	8_14_11	387	0.114	n/a	/n/a	+	SRR12794696.703695,SRR12794696.3013198,SRR12794696.11913489,SRR12794696.13329491,SRR12794696.15053412,SRR12794696.15053438,SRR12794696.26116816,SRR12794696.26793254,SRR12794696.28053880,SRR12794696.28987994,SRR12794696.30379017,SRR12794696.35705439,SRR12794696.35705699,SRR12794696.37524773,SRR12794696.40229273,SRR12794696.40229339,SRR12794696.41893271,SRR12794696.42442625,SRR12794696.43080164,SRR12794696.44317116,SRR12794696.45329111,SRR12794696.7283789,SRR12794696.21616047,SRR12794696.33685071,SRR12794696.42573620,	KMT2E	6	59,173,39,231,131,118
chr7:105073619|105081797	chr7	105073619	105081797	2	0_2_2	364	0.011	n/a	/n/a	+	SRR12794696.2520082,SRR12794696.31802609,	KMT2E	7	59,173,39,231,131,118,110
chr7:105481052|105502564	chr7	105481052	105502564	2	2_2_0	11	0.267	n/a	/n/a	-	SRR12794696.17539732,SRR12794696.32726534,	PUS7	6	126,129,78,112,18,145
chr7:105481052|105495253	chr7	105481052	105495253	2	1_1_1	10	0.286	n/a	/n/a	-	SRR12794696.597662,SRR12794696.16628186,	PUS7	4	126,129,78,112
chr7:105638353|105643121	chr7	105638353	105643121	4	2_4_1	22	0.267	n/a	/n/a	-	SRR12794696.12925917,SRR12794696.14366262,SRR12794696.15607451,SRR12794696.31933113,	ATXN7L1	3	257,83,284
chr7:106097690|106099282	chr7	106097690	106099282	6	5_6_0	67	0.152	n/a	/n/a	-	SRR12794696.7019084,SRR12794696.8276141,SRR12794696.13819619,SRR12794696.30123430,SRR12794696.38433816,SRR12794696.5493365,	SYPL1	2	208,125
chr7:107548111|107558115	chr7	107548111	107558115	2	1_2_1	184	0.021	n/a	/n/a	-	SRR12794696.12167255,SRR12794696.40405297,	COG5	4	70,55,58,140
chr7:112286873|112287074	chr7	112286873	112287074	6	5_5_0	81	0.129	n/a	/n/a	+	SRR12794696.327040,SRR12794696.5703689,SRR12794696.9451764,SRR12794696.12874774,SRR12794696.25144643,SRR12794696.26790563,	ZNF277	1	202
chr7:112286873|112296311	chr7	112286873	112296311	2	2_1_1	92	0.042	n/a	/n/a	+	SRR12794696.27684409,SRR12794696.42132917,	ZNF277	3	202,89,83
chr7:127704839|127721400	chr7	127704839	127721400	4	1_1_2	269	0.029	n/a	/n/a	+	SRR12794696.2618277,SRR12794696.5004935,SRR12794696.13041846,SRR12794696.46919829,	SND1	3	107,91,114
chr7:128642217|128648982	chr7	128642217	128648982	2	0_2_1	48	0.077	n/a	/n/a	+	SRR12794696.37483747,SRR12794696.13689173,	LINC01000	2	65,191
chr7:129014979|129018157	chr7	129014979	129018157	24	16_15_1	110	0.304	n/a	/n/a	-	SRR12794696.1315597,SRR12794696.6489508,SRR12794696.10704768,SRR12794696.10833053,SRR12794696.13074794,SRR12794696.13568446,SRR12794696.13568531,SRR12794696.25217268,SRR12794696.27449969,SRR12794696.30074207,SRR12794696.30075357,SRR12794696.33991691,SRR12794696.39084729,SRR12794696.40540158,SRR12794696.42414393,SRR12794696.43071599,SRR12794696.46149376,SRR12794696.8729937,SRR12794696.20298161,SRR12794696.42413777,SRR12794696.42413813,SRR12794696.47539717,SRR12794696.47855277,SRR12794696.48023905,	TNPO3	3	157,74,201
chr7:130039464|130049144	chr7	130039464	130049144	3	1_1_2	18	0.25	n/a	/n/a	-	SRR12794696.29938160,SRR12794696.33687833,SRR12794696.33693811,	ZC3HC1	3	84,151,112
