,id,X.chrom,start,end,name,score,strand
26229,gene_33603,chrX,12920936,12926452,GS1-324M7.6,0,-
26230,gene_33604,chr13,41696012,41696305,RN7SL597P,0,+
26231,gene_33605,chr19,53818390,53819296,VN1R6P,0,+
26232,gene_33606,chr4,140187317,140201492,MGARP,0,-
26233,gene_33607,chr7,97595402,97596386,OR7E38P,0,-
26234,gene_33608,chr4,189308625,189310820,RP11-219G10.2,0,-
26235,gene_33609,chr4,189321890,189602205,RP11-219G10.3,0,+
26236,gene_3361,chr3,88101094,88199035,CGGBP1,0,-
26237,gene_33610,chr4,189270530,189271178,RP11-219G10.1,0,-
26238,gene_33611,chr3,122131179,122134898,WDR5B,0,-
26239,gene_33612,chr2,125438299,125438493,AC019159.1,0,-
26240,gene_33613,chr10,97872504,97872608,RNU6-271P,0,+
26241,gene_33614,chr13,68476340,68477353,OR7E111P,0,+
26242,gene_33615,chr17,66127603,66128048,RP11-147L13.12,0,+
26243,gene_33616,chr1,115642293,115645279,RP4-666F24.3,0,+
26244,gene_33617,chr14,58460263,58461243,RP11-999E24.3,0,-
26245,gene_33618,chr17,66184688,66185306,RP11-147L13.14,0,+
26246,gene_33619,chr2,183652825,183653162,AC105396.3,0,+
26247,gene_3362,chr8,144328991,144344875,ZFP41,0,+
26248,gene_33620,chr5,76721795,76916436,WDR41,0,-
26249,gene_33621,chr19,34745442,34846491,KIAA0355,0,+
26250,gene_33622,chr15,43650370,43663223,ZSCAN29,0,-
26251,gene_33623,chr1,156557648,156557747,AL365181.1,0,-
26252,gene_33624,chr9,107032509,107049236,TOPORSLP1,0,+
26253,gene_33625,chr7,99214569,99230030,ZSCAN25,0,+
26254,gene_33626,chr6,28234788,28246001,ZSCAN26,0,+
26255,gene_33627,chr1,33938246,33962107,ZSCAN20,0,+
26256,gene_33628,chr7,99647397,99662661,ZSCAN21,0,+
26257,gene_33629,chr19,58838385,58853698,ZSCAN22,0,+
26258,gene_3363,chrY,28269821,28279455,AC006991.1,0,+
26259,gene_33630,chr6,28399707,28411279,ZSCAN23,0,-
26260,gene_33631,chr14,104394799,104519004,TDRD9,0,+
26261,gene_33632,chr4,4176046,4176965,OR7E43P,0,-
26262,gene_33633,chr6,170948694,170949624,OR4F7P,0,+
26263,gene_33634,chr13,60970591,61148012,TDRD3,0,+
26264,gene_33635,chr9,118650448,118687486,C9orf27,0,-
26265,gene_33636,chr9,34379017,34397830,C9orf24,0,-
26266,gene_33637,chr2,125536031,125536217,RP11-56O18.1,0,-
26267,gene_33638,chr9,100174232,100258407,TDRD7,0,+
26268,gene_33639,chr6,46655612,46672056,TDRD6,0,+
26269,gene_3364,chr4,188916925,188926204,ZFP42,0,+
26270,gene_33640,chr1,179560748,179660407,TDRD5,0,+
26271,gene_33641,chr8,58469144,58469195,RNU7-174P,0,+
26272,gene_33642,chr10,43572475,43625799,RET,0,+
26273,gene_33643,chr1,54702113,54704736,SSBP3-AS1,0,+
26274,gene_33644,chr8,145456008,145456099,AC110280.1,0,-
26275,gene_33645,chr9,68298799,68299489,RP11-452D2.2,0,+
26276,gene_33646,chr9,68176988,68177568,RP11-452D2.1,0,-
26277,gene_33647,chr3,149182626,149182988,RP11-278L15.4,0,-
26278,gene_33648,chr3,149181566,149181901,RP11-278L15.7,0,-
26279,gene_33649,chr3,149212447,149213782,RP11-278L15.6,0,+
26280,gene_3365,chr12,13612604,13612710,RNU6-590P,0,-
26281,gene_33650,chr3,149095565,149104370,RP11-278L15.1,0,+
26282,gene_33651,chr3,149179969,149182617,RP11-278L15.3,0,-
26283,gene_33652,chr3,149101966,149103587,RP11-278L15.2,0,-
26284,gene_33653,chr1,21132785,21503381,EIF4G3,0,-
26285,gene_33654,chr11,10818597,10830657,EIF4G2,0,-
26286,gene_33655,chr3,184032283,184053146,EIF4G1,0,+
26287,gene_33656,chr1,62654803,62655625,RP5-1155K23.2,0,+
26288,gene_33657,chr3,169805598,169807378,RP11-379K17.12,0,+
26289,gene_33658,chr1,62673808,62674114,RP5-1155K23.4,0,-
26290,gene_33659,chr16,74905265,75034071,WDR59,0,-
26291,gene_3366,chrX,69260392,69269788,AWAT2,0,-
26292,gene_33660,chr12,61624940,61626718,RP11-471N19.1,0,-
26293,gene_33661,chr19,29383838,29386856,AC008991.1,0,+
26294,gene_33662,chr16,9250259,9250738,RPL21P119,0,-
26295,gene_33663,chr6,30327055,30327688,HCG19P,0,-
26296,gene_33664,chr17,29283298,29283979,AC091177.1,0,-
26297,gene_33665,chr16,16445402,16445510,RP11-958N24.4,0,-
26298,gene_33666,chrX,48818639,48827976,KCND1,0,-
26299,gene_33667,chr16,15005408,15029565,RP11-958N24.1,0,+
26300,gene_33668,chr13,34486129,34486218,AL161891.1,0,+
26301,gene_33669,chr1,228288427,228293112,C1orf35,0,-
26302,gene_3367,chrX,110862036,110862322,RP11-111F16.2,0,+
26303,gene_33670,chr18,32897360,32897812,RP11-54G14.1,0,+
26304,gene_33671,chr11,832843,839831,CD151,0,+
26305,gene_33672,chr3,126113782,126155399,CFAP100,0,+
26306,gene_33673,chr19,15915359,15926474,OR10H1,0,-
26307,gene_33674,chr6,42694972,42695438,RP3-392M17.2,0,+
26308,gene_33675,chr19,49769740,49769825,AC011450.1,0,+
26309,gene_33676,chr7,99143931,99156159,FAM200A,0,-
26310,gene_33677,chr4,15683285,15707188,FAM200B,0,+
26311,gene_33678,chrX,48929127,48958108,WDR45,0,-
26312,gene_33679,chr12,98389161,98389226,MIR4303,0,-
26313,gene_3368,chrX,146557842,146557964,RP5-824H1.1,0,+
26314,gene_33680,chr21,37085437,37105240,AF015720.3,0,-
26315,gene_33681,chr13,96131698,96186164,RP11-694F24.2,0,-
26316,gene_33682,chr16,79015647,79015739,PIH1,0,-
26317,gene_33683,chr13,40238171,40238272,MIR4305,0,-
26318,gene_33684,chr8,24153327,24769586,RP11-624C23.1,0,-
26319,gene_33685,chr3,86531093,86546146,RP11-331K15.1,0,+
26320,gene_33686,chr2,117897291,117897351,RNU7-190P,0,-
26321,gene_33687,chrY,26837938,26839079,AC006338.2,0,+
26322,gene_33688,chrY,27131348,27132623,AC006338.3,0,-
26323,gene_33689,chr5,21734320,21734413,AC140132.1,0,+
26324,gene_3369,chr17,53348865,53351014,RP11-515O17.2,0,-
26325,gene_33690,chr12,53645035,53648189,MFSD5,0,+
26326,gene_33691,chr21,46359925,46396904,FAM207A,0,+
26327,gene_33692,chr5,123795605,123796242,CTD-2308B18.1,0,-
26328,gene_33693,chr2,173926460,173926540,AC019046.1,0,+
26329,gene_33694,chr11,78244222,78269611,RP11-843A23.1,0,+
26330,gene_33695,chr3,9642432,9644412,AC026194.2,0,+
26331,gene_33696,chr7,23405237,23405595,AC021876.4,0,+
26332,gene_33697,chr2,191273081,191373931,MFSD6,0,+
26333,gene_33698,chr5,123828468,123872041,CTD-2308B18.3,0,-
26334,gene_33699,chr11,92099662,92100416,RP11-675M1.1,0,-
26335,gene_337,chr12,121160996,121161069,MIR4700,0,+
26336,gene_3370,chr22,39214457,39239987,NPTXR,0,-
26337,gene_33700,chr11,92133357,92141342,RP11-675M1.2,0,-
26338,gene_33701,chr2,171847333,172087824,TLK1,0,-
26339,gene_33702,chr12,51235283,51235612,RN7SL519P,0,-
26340,gene_33703,chr3,116428082,116442428,RP11-115O13.1,0,+
26341,gene_33704,chr13,23492730,23498741,RP11-124N19.3,0,+
26342,gene_33705,chr13,23489790,23490662,RP11-124N19.2,0,+
26343,gene_33706,chr10,75257296,75385711,USP54,0,-
26344,gene_33707,chr19,54820182,54848439,AC008984.2,0,-
26345,gene_33708,chr19,54808714,54809423,AC008984.5,0,-
26346,gene_33709,chr4,120133742,120216672,USP53,0,+
26347,gene_3371,chrX,44732423,44971847,KDM6A,0,+
26348,gene_33710,chr15,50792759,50838905,USP50,0,-
26349,gene_33711,chr13,23505676,23506138,RP11-124N19.4,0,+
26350,gene_33712,chr22,18900290,18924066,PRODH,0,-
26351,gene_33713,chr5,150357981,150358737,CTC-311G1.2,0,+
26352,gene_33714,chr5,150329671,150332022,CTC-311G1.1,0,-
26353,gene_33715,chr12,56746171,56746234,RNU7-40P,0,-
26354,gene_33716,chr21,15164956,15165462,AL109748.4,0,+
26355,gene_33717,chr6,100956070,101329248,ASCC3,0,-
26356,gene_33718,chr22,30184597,30234293,ASCC2,0,-
26357,gene_33719,chr10,73855790,73976892,ASCC1,0,-
26358,gene_3372,chr3,189831723,189832061,RN7SL486P,0,+
26359,gene_33720,chr3,66374279,66374574,RN7SL482P,0,+
26360,gene_33721,chr4,163661820,163663200,AC005150.1,0,+
26361,gene_33722,chr19,36680096,36680380,RN7SL287P,0,-
26362,gene_33723,chr13,25715674,25715947,RP11-165I9.10,0,+
26363,gene_33724,chr22,32755893,32778039,RFPL3S,0,-
26364,gene_33725,chr2,41823526,41823632,AC010739.1,0,+
26365,gene_33726,chr15,20980793,20981327,RP11-403B2.3,0,-
26366,gene_33727,chr1,91793926,91795070,RP11-539G11.2,0,+
26367,gene_33728,chr4,175411328,175444305,HPGD,0,-
26368,gene_33729,chr14,30907198,31042835,RP11-1103G16.1,0,-
26369,gene_3373,chr4,57528635,57531860,RP11-630A13.4,0,-
26370,gene_33730,chr12,49207577,49222724,CACNB3,0,+
26371,gene_33731,chr10,18429606,18832486,CACNB2,0,+
26372,gene_33732,chr17,37329709,37353956,CACNB1,0,-
26373,gene_33733,chr7,80291647,80291901,AC073850.6,0,-
26374,gene_33734,chr1,154138723,154139025,RN7SL431P,0,-
26375,gene_33735,chr12,106676705,106676767,RNU7-94P,0,-
26376,gene_33736,chr10,17887107,17887193,MIR511-1,0,+
26377,gene_33737,chr10,18134036,18134122,MIR511-2,0,+
26378,gene_33738,chr19,50353992,50364001,PTOV1,0,+
26379,gene_33739,chr22,38030661,38052126,SH3BP1,0,+
26380,gene_3374,chr22,17574502,17574829,AC006946.12,0,-
26381,gene_33740,chr7,151198964,151200549,ETF1P2,0,+
26382,gene_33741,chr6,29999490,30000780,ETF1P1,0,+
26383,gene_33742,chr4,10441498,10459034,ZNF518B,0,-
26384,gene_33743,chr10,97889472,97965044,ZNF518A,0,+
26385,gene_33744,chr9,46674882,46675163,RN7SL544P,0,+
26386,gene_33745,chr2,105880848,105946491,TGFBRAP1,0,-
26387,gene_33746,chr12,41582250,41968392,PDZRN4,0,+
26388,gene_33747,chr2,220094479,220101391,ANKZF1,0,+
26389,gene_33748,chr7,56407924,56408030,RNU6-1335P,0,-
26390,gene_33749,chr1,235613238,235667781,B3GALNT2,0,-
26391,gene_3375,chr1,226376571,226376922,RP11-275I14.2,0,-
26392,gene_33750,chr3,160801671,160823172,B3GALNT1,0,-
26393,gene_33751,chr22,24994021,24995365,AP000356.2,0,+
26394,gene_33752,chr5,140240341,140243224,AC005609.1,0,-
26395,gene_33753,chr5,140143695,140144406,AC005609.2,0,+
26396,gene_33754,chr4,1723217,1746903,TACC3,0,+
26397,gene_33755,chr14,75894419,75940814,JDP2,0,+
26398,gene_33756,chr22,25028882,25045979,AP000356.8,0,+
26399,gene_33757,chr3,77975856,77975937,AC134729.1,0,-
26400,gene_33758,chr19,33177995,33182656,CTD-2538C1.2,0,-
26401,gene_33759,chr19,33209204,33210501,CTD-2538C1.3,0,-
26402,gene_3376,chr22,17561591,17562346,AC006946.17,0,+
26403,gene_33760,chr19,812488,821977,LPPR3,0,-
26404,gene_33761,chr10,91461367,91534696,KIF20B,0,+
26405,gene_33762,chr5,137514408,137523404,KIF20A,0,+
26406,gene_33763,chr9,90792610,90793493,RP11-345K9.2,0,+
26407,gene_33764,chr10,129894923,129924649,MKI67,0,-
26408,gene_33765,chr12,65812511,65813807,RP11-316O1.1,0,-
26409,gene_33766,chr17,76004502,76004936,RP11-637C24.5,0,+
26410,gene_33767,chr20,40642674,40644118,RP5-1121H13.3,0,-
26411,gene_33768,chr1,235260502,235260727,RP4-597N16.1,0,-
26412,gene_33769,chr18,23928311,23928968,RP11-107K17.2,0,+
26413,gene_3377,chr22,17548711,17551565,AC006946.16,0,+
26414,gene_33770,chr18,24002959,24006065,RP11-107K17.1,0,+
26415,gene_33771,chr1,235267495,235267924,RP4-597N16.4,0,-
26416,gene_33772,chr21,40400461,40401053,AF064858.10,0,-
26417,gene_33773,chr16,1993975,2007607,RPL3L,0,-
26418,gene_33774,chr12,97543859,97548405,RP11-534P6.1,0,-
26419,gene_33775,chrX,100592713,100593277,NANOGNBP3,0,-
26420,gene_33776,chr3,50229045,50233949,GNAT1,0,+
26421,gene_33777,chr7,80087987,80141336,GNAT3,0,-
26422,gene_33778,chr1,110145889,110162551,GNAT2,0,-
26423,gene_33779,chr19,51702111,51704705,SIGLEC21P,0,+
26424,gene_3378,chr22,25053448,25054732,POM121L10P,0,-
26425,gene_33780,chr11,62703899,62727324,CMB9-43M24.1,0,-
26426,gene_33781,chr20,25764189,25764555,RP13-401N8.6,0,+
26427,gene_33782,chr3,140583917,140586625,RP11-691G17.1,0,-
26428,gene_33783,chrY,28137388,28137719,AC007965.7,0,-
26429,gene_33784,chr2,216582766,216584147,AC093850.2,0,+
26430,gene_33785,chr3,25482655,25482993,AC133141.1,0,-
26431,gene_33786,chr6,116774177,116774728,RP1-93H18.3,0,-
26432,gene_33787,chr6,116781902,116784855,RP1-93H18.6,0,-
26433,gene_33788,chr6,116720558,116784859,RP1-93H18.7,0,+
26434,gene_33789,chr1,212526158,212526292,SNORA16B,0,+
26435,gene_3379,chr2,25945061,25945165,AC010150.2,0,+
26436,gene_33790,chr8,104397189,104397295,RNU6-1011P,0,+
26437,gene_33791,chr11,86035056,86035351,RN7SL225P,0,-
26438,gene_33792,chr19,7069455,7087979,ZNF557,0,+
26439,gene_33793,chr2,221655798,221662613,AC093843.1,0,+
26440,gene_33794,chr19,2841433,2860482,ZNF555,0,+
26441,gene_33795,chr19,58315209,58326281,ZNF552,0,-
26442,gene_33796,chr17,48556161,48563336,RSAD1,0,+
26443,gene_33797,chr19,58046625,58071231,ZNF550,0,-
26444,gene_33798,chr19,58193337,58228669,ZNF551,0,+
26445,gene_33799,chr21,27301066,27315001,AP001442.2,0,+
26446,gene_338,chr6,132453055,132490514,RP3-523C21.1,0,+
26447,gene_3380,chr1,11058233,11058320,AL713997.1,0,-
26448,gene_33800,chr18,3977649,3978615,GAPDHP66,0,-
26449,gene_33801,chr15,76764440,76764706,RP11-331H13.1,0,+
26450,gene_33802,chr20,60877149,60883918,ADRM1,0,+
26451,gene_33803,chr4,16257931,16258178,AC006427.1,0,-
26452,gene_33804,chr1,149261186,149263729,FAM91A3P,0,+
26453,gene_33805,chr19,9434448,9461838,ZNF559,0,+
26454,gene_33806,chr9,108611991,108613706,RP11-219P18.3,0,+
26455,gene_33807,chr17,34930301,34931164,CTB-75G16.1,0,-
26456,gene_33808,chrX,8948466,8950546,RP11-66N5.2,0,-
26457,gene_33809,chr17,34990527,34991156,CTB-75G16.3,0,+
26458,gene_3381,chr17,79897521,79905109,MYADML2,0,-
26459,gene_33810,chr14,68201912,68202067,RP11-1012A1.10,0,+
26460,gene_33811,chr14,70962824,70962927,RNU6-659P,0,+
26461,gene_33812,chr15,74355121,74356126,DNM1P33,0,+
26462,gene_33813,chr17,10600911,10614550,ADPRM,0,+
26463,gene_33814,chr10,51827648,51893266,WASHC2A,0,+
26464,gene_33815,chr10,46222648,46288409,WASHC2C,0,+
26465,gene_33816,chr20,123010,126392,DEFB126,0,+
26466,gene_33817,chr1,218303137,218303294,RNU1-141P,0,+
26467,gene_33818,chr3,97952495,98176742,RP11-325B23.2,0,+
26468,gene_33819,chr3,111185160,111215942,RP11-615J4.3,0,-
26469,gene_3382,chr7,29127804,29127927,AC007096.1,0,-
26470,gene_33820,chr3,111197584,111197790,RP11-615J4.2,0,+
26471,gene_33821,chr13,53417024,53422776,PCDH8,0,-
26472,gene_33822,chr13,66876966,67804577,PCDH9,0,-
26473,gene_33823,chr20,30053309,30064560,DEFB124,0,-
26474,gene_33824,chr5,172385732,172396774,RPL26L1,0,+
26475,gene_33825,chr17,72199721,72206794,RPL38,0,+
26476,gene_33826,chrX,118920467,118925606,RPL39,0,-
26477,gene_33827,chr19,5674958,5691887,RPL36,0,+
26478,gene_33828,chr5,141232676,141258811,PCDH1,0,-
26479,gene_33829,chr4,109541722,109551568,RPL34,0,+
26480,gene_3383,chr6,30073017,30082501,XXbac-BPG250I8.13,0,+
26481,gene_33830,chr9,127620159,127624260,RPL35,0,-
26482,gene_33831,chr3,12875984,12883087,RPL32,0,-
26483,gene_33832,chr8,99037079,99058697,RPL30,0,-
26484,gene_33833,chr2,101618177,101640494,RPL31,0,+
26485,gene_33834,chr17,62050280,62066782,CTC-264K15.6,0,-
26486,gene_33835,chr1,76003700,76003804,RNU6-503P,0,-
26487,gene_33836,chr17,31379125,31379885,RP1-29G21.1,0,-
26488,gene_33837,chr19,50431959,50437192,ATF5,0,+
26489,gene_33838,chr8,105711707,105715783,RP11-85M22.1,0,-
26490,gene_33839,chr12,53901640,54020194,ATF7,0,-
26491,gene_3384,chr17,15696176,15696359,AC015922.7,0,+
26492,gene_33840,chr1,161736084,161933860,ATF6,0,+
26493,gene_33841,chr12,51157493,51214905,ATF1,0,+
26494,gene_33842,chr2,196535096,196535198,RNU6-915P,0,-
26495,gene_33843,chr2,175936978,176033110,ATF2,0,-
26496,gene_33844,chrX,134166396,134167576,FAM127A,0,+
26497,gene_33845,chr21,46020522,46021649,AL773602.1,0,+
26498,gene_33846,chr15,40453224,40513337,BUB1B,0,+
26499,gene_33847,chr7,117350705,117514193,CTTNBP2,0,-
26500,gene_33848,chr16,89387541,89391518,AC137932.6,0,+
26501,gene_33849,chr10,49953590,49954173,RP11-534L6.3,0,-
26502,gene_3385,chr14,70792781,70883791,SYNJ2BP-COX16,0,-
26503,gene_33850,chr10,49872244,49880469,RP11-534L6.2,0,-
26504,gene_33851,chr10,49832049,49833138,RP11-534L6.5,0,-
26505,gene_33852,chr5,64859063,64883376,PPWD1,0,+
26506,gene_33853,chr16,89334512,89339452,AC137932.4,0,+
26507,gene_33854,chr1,1515136,1515379,AL645728.3,0,+
26508,gene_33855,chr1,1497726,1499904,AL645728.2,0,-
26509,gene_33856,chr6,24544332,24646383,KIAA0319,0,-
26510,gene_33857,chr8,10965298,10967236,AF131215.2,0,-
26511,gene_33858,chr1,1152288,1167411,SDF4,0,-
26512,gene_33859,chr17,26975374,26989207,SDF2,0,-
26513,gene_3386,chr17,15732683,15811946,AC015922.5,0,+
26514,gene_33860,chr5,40679600,40693837,PTGER4,0,+
26515,gene_33861,chr19,14583278,14586174,PTGER1,0,-
26516,gene_33862,chr14,52781023,52795324,PTGER2,0,+
26517,gene_33863,chr1,71318036,71513491,PTGER3,0,-
26518,gene_33864,chr11,112404943,112426525,RP11-65M17.1,0,-
26519,gene_33865,chr11,112263841,112492452,RP11-65M17.3,0,+
26520,gene_33866,chr6,30874655,30874913,RN7SL175P,0,+
26521,gene_33867,chr19,58379253,58380202,CTD-2583A14.11,0,+
26522,gene_33868,chr19,58331087,58370309,CTD-2583A14.10,0,+
26523,gene_33869,chrX,42033532,42033638,RNU6-1124P,0,-
26524,gene_3387,chr5,145583113,145718814,RP11-449H3.3,0,+
26525,gene_33870,chr20,13054315,13054960,RP4-718P11.1,0,-
26526,gene_33871,chr6,33244909,33252609,B3GALT4,0,+
26527,gene_33872,chr21,40928369,41045064,B3GALT5,0,+
26528,gene_33873,chr1,1167645,1170421,B3GALT6,0,+
26529,gene_33874,chr15,77952394,77960416,CTD-2632K10.1,0,+
26530,gene_33875,chr9,111704849,111775809,CTNNAL1,0,-
26531,gene_33876,chr2,168725458,168730551,B3GALT1,0,+
26532,gene_33877,chr1,193148175,193155784,B3GALT2,0,-
26533,gene_33878,chr7,114562209,114659256,MDFIC,0,+
26534,gene_33879,chr11,46740730,46761056,F2,0,+
26535,gene_3388,chr5,145518334,145518571,RP11-449H3.2,0,+
26536,gene_33880,chr17,17081729,17082020,RN7SL775P,0,+
26537,gene_33881,chr8,99413631,99955055,STK3,0,-
26538,gene_33882,chr20,43595115,43708600,STK4,0,+
26539,gene_33883,chrX,52464670,52467221,RP11-204I15.1,0,-
26540,gene_33884,chr18,66388319,66388797,RP11-734B5.2,0,+
26541,gene_33885,chr1,13052394,13052998,WI2-3308P17.2,0,-
26542,gene_33886,chr9,107288534,107289490,OR13C4,0,-
26543,gene_33887,chr9,107360738,107361694,OR13C5,0,-
26544,gene_33888,chr18,13486461,13490675,RP11-53B2.2,0,+
26545,gene_33889,chr18,13514519,13522887,RP11-53B2.3,0,-
26546,gene_3389,chr5,145517318,145517944,RP11-449H3.1,0,+
26547,gene_33890,chr18,13561398,13565034,RP11-53B2.4,0,-
26548,gene_33891,chr18,13500640,13501288,RP11-53B2.5,0,-
26549,gene_33892,chr9,107366952,107367908,OR13C2,0,-
26550,gene_33893,chr9,107298030,107299137,OR13C3,0,-
26551,gene_33894,chr9,107331449,107332411,OR13C8,0,+
26552,gene_33895,chr9,107379529,107380485,OR13C9,0,-
26553,gene_33896,chr2,121221911,121223794,RP11-213H22.1,0,-
26554,gene_33897,chr2,70120692,70132707,SNRNP27,0,+
26555,gene_33898,chr10,82409553,82413488,RP11-514F8.2,0,+
26556,gene_33899,chr12,78842775,78934455,RP11-171L9.1,0,-
26557,gene_339,chr6,132406224,132420419,RP3-523C21.2,0,+
26558,gene_3390,chrX,134029784,134029872,Z83826.1,0,+
26559,gene_33900,chr8,100816387,100816569,RP11-402L5.2,0,-
26560,gene_33901,chr4,43588345,43590114,RP11-466J24.1,0,+
26561,gene_33902,chr4,85165156,85166641,RP11-274J2.1,0,+
26562,gene_33903,chr18,69557645,69611813,RP11-736G13.1,0,-
26563,gene_33904,chr18,57684010,57684673,FAM60CP,0,-
26564,gene_33905,chr18,69599729,69600032,RP11-736G13.2,0,+
26565,gene_33906,chr19,49164664,49176338,NTN5,0,-
26566,gene_33907,chr19,39017594,39019195,AC067969.1,0,-
26567,gene_33908,chr9,44147906,44154014,RP11-175I6.3,0,+
26568,gene_33909,chr4,175085592,175090064,RP11-248N22.2,0,-
26569,gene_3391,chr1,40722099,40723639,RP1-39G22.7,0,-
26570,gene_33910,chrX,140013903,140079613,RP11-298A8.2,0,+
26571,gene_33911,chr4,175056206,175075788,RP11-248N22.1,0,-
26572,gene_33912,chr2,47262418,47267663,AC093732.1,0,-
26573,gene_33913,chr13,49761615,49761806,COX7CP1,0,-
26574,gene_33914,chr5,27111676,27111781,RNU6-738P,0,+
26575,gene_33915,chr6,167412893,167552629,RP11-517H2.6,0,+
26576,gene_33916,chr6,167539711,167545060,RP11-517H2.7,0,-
26577,gene_33917,chr10,35104695,35105314,RP11-51B10.2,0,+
26578,gene_33918,chr10,35164138,35164350,RP11-51B10.3,0,+
26579,gene_33919,chr10,71350339,71351018,RP11-343J3.6,0,-
26580,gene_3392,chr1,40728344,40728656,RP1-39G22.4,0,-
26581,gene_33920,chr10,71349636,71350111,RP11-343J3.7,0,-
26582,gene_33921,chr6,167528445,167535015,RP11-517H2.8,0,-
26583,gene_33922,chr10,71355243,71356192,RP11-343J3.3,0,-
26584,gene_33923,chr10,98502924,98503030,RNU6-1274P,0,+
26585,gene_33924,chr16,4746511,4784379,ANKS3,0,-
26586,gene_33925,chr1,12123434,12204264,TNFRSF8,0,+
26587,gene_33926,chr1,7975954,8003225,TNFRSF9,0,-
26588,gene_33927,chr2,86732791,86948245,RNF103-CHMP3,0,-
26589,gene_33928,chr1,1146706,1149518,TNFRSF4,0,-
26590,gene_33929,chr18,32153951,32154487,RP11-115P21.1,0,-
26591,gene_3393,chrX,114058017,114058127,MIR448,0,+
26592,gene_33930,chr11,12325080,12329763,RP11-573E11.2,0,+
26593,gene_33931,chr11,132154196,132154975,AP004248.4,0,+
26594,gene_33932,chr6,166355759,166355829,AL590482.1,0,-
26595,gene_33933,chr12,14765566,14849519,GUCY2C,0,-
26596,gene_33934,chr17,7905912,7923657,GUCY2D,0,+
26597,gene_33935,chrX,108616135,108725301,GUCY2F,0,-
26598,gene_33936,chr15,72406599,72436029,SENP8,0,+
26599,gene_33937,chr3,101043049,101232085,SENP7,0,-
26600,gene_33938,chr6,76311225,76427994,SENP6,0,+
26601,gene_33939,chr3,196594727,196661585,SENP5,0,+
26602,gene_3394,chr7,100849258,100861701,PLOD3,0,-
26603,gene_33940,chr17,7465192,7475287,SENP3,0,+
26604,gene_33941,chr3,185300284,185351339,SENP2,0,+
26605,gene_33942,chr12,48436681,48500091,SENP1,0,-
26606,gene_33943,chr22,44351301,44406411,SAMM50,0,+
26607,gene_33944,chr9,39191097,39191355,RN7SL640P,0,+
26608,gene_33945,chr10,35447234,35447568,RP11-134A8.1,0,+
26609,gene_33946,chr18,58222376,58222457,AC010928.1,0,+
26610,gene_33947,chr1,214224537,214361116,RP11-53A1.3,0,-
26611,gene_33948,chr2,195052103,195053033,AC068129.2,0,+
26612,gene_33949,chr13,113760102,113774995,F7,0,+
26613,gene_3395,chr22,42534069,42535737,RP4-669P10.20,0,+
26614,gene_33950,chr17,79910383,79919716,NOTUM,0,-
26615,gene_33951,chr1,113992322,113993350,RP11-512F24.1,0,+
26616,gene_33952,chr11,2181009,2182571,INS,0,-
26617,gene_33953,chr11,124126272,124136114,OR8G5,0,+
26618,gene_33954,chr15,84855504,84866136,RP11-671M22.5,0,+
26619,gene_33955,chr15,34150803,34157026,RP11-3D4.2,0,-
26620,gene_33956,chr8,36746000,36746825,RP11-158D1.1,0,+
26621,gene_33957,chr2,69546901,69614386,GFPT1,0,-
26622,gene_33958,chr5,179727690,179780387,GFPT2,0,-
26623,gene_33959,chr16,34762738,34763689,RP11-80F22.8,0,-
26624,gene_3396,chr7,55748767,55780945,FKBP9L,0,-
26625,gene_33960,chr10,11784365,11806069,ECHDC3,0,+
26626,gene_33961,chr1,53361582,53392884,ECHDC2,0,-
26627,gene_33962,chr6,127609855,127664754,ECHDC1,0,-
26628,gene_33963,chr3,32567463,32612366,DYNC1LI1,0,-
26629,gene_33964,chr9,33634109,33634244,TRBV22OR9-2,0,+
26630,gene_33965,chr3,49058051,49058142,MIR191,0,-
26631,gene_33966,chr11,64658609,64658718,MIR192,0,-
26632,gene_33967,chr2,131040252,131040902,AC068137.11,0,+
26633,gene_33968,chr2,131037872,131039678,AC068137.10,0,+
26634,gene_33969,chr2,131051395,131051978,AC068137.13,0,+
26635,gene_3397,chr7,96920826,96920908,AC004745.1,0,-
26636,gene_33970,chr1,110141515,110141589,MIR197,0,+
26637,gene_33971,chr12,7965108,8043744,SLC2A14,0,-
26638,gene_33972,chr12,40148823,40499891,SLC2A13,0,-
26639,gene_33973,chr6,134309835,134373774,SLC2A12,0,-
26640,gene_33974,chr22,24198890,24228496,SLC2A11,0,+
26641,gene_33975,chr4,21950638,22331953,RP11-17E2.2,0,+
26642,gene_33976,chr12,63397333,63400682,RP11-848D3.2,0,+
26643,gene_33977,chr14,77860364,77889860,NOXRED1,0,-
26644,gene_33978,chr12,63396249,63396575,RP11-848D3.4,0,+
26645,gene_33979,chr12,63398118,63400321,RP11-848D3.5,0,-
26646,gene_3398,chr16,56742684,56763880,RP11-343H19.1,0,-
26647,gene_33980,chr18,24235706,24770662,CHST9-AS1,0,+
26648,gene_33981,chr21,34144411,34266043,C21orf62-AS1,0,+
26649,gene_33982,chr8,58405443,58504118,RP11-246K15.1,0,+
26650,gene_33983,chr16,67515217,67538966,RP11-297D21.4,0,+
26651,gene_33984,chr11,122848278,122852428,BSX,0,-
26652,gene_33985,chr16,67464570,67465367,RP11-297D21.2,0,-
26653,gene_33986,chr4,27135618,27141673,RP11-415C15.1,0,-
26654,gene_33987,chrX,109548648,109550449,RP3-364I1.3,0,-
