id,X.chrom,start,end,name,score,strand
circ_19286,chr6,89511282,89563483,RNGTT,42,-
circ_19287,chr6,89554075,89563483,RNGTT,171,-
circ_19288,chr6,89554075,89601634,RNGTT,19,-
circ_19289,chr6,89554075,89614674,RNGTT,13,-
circ_1929,chr1,54389576,54405770,HSPB11,22,-
circ_19290,chr6,89600213,89601634,RNGTT,38,-
circ_19291,chr6,89614433,89650899,RNGTT,3,-
circ_19292,chr6,89638703,89650899,RNGTT,21,-
circ_19293,chr6,89793002,89795536,,2,-
circ_19294,chr6,89793471,89794362,PNRC1,919,+
circ_19295,chr6,89858243,89859132,PM20D2,7,+
circ_19296,chr6,90052042,90053475,UBE2J1,52,-
circ_19297,chr6,90082155,90087532,RRAGD,5,-
circ_19298,chr6,90082155,90090086,RRAGD,45,-
circ_19299,chr6,90082155,90097309,RRAGD,19,-
circ_193,chr1,115005725,115006178,TRIM33,88,-
circ_1930,chr1,54502282,54509198,TMEM59,5,-
circ_19300,chr6,90087389,90090086,RRAGD,9,-
circ_19301,chr6,90087389,90097309,RRAGD,33,-
circ_19302,chr6,90088942,90090086,RRAGD,28,-
circ_19303,chr6,90088942,90097309,RRAGD,31,-
circ_19304,chr6,90387288,90398527,MDN1,2,-
circ_19305,chr6,90432673,90433338,MDN1,8,-
circ_19306,chr6,90432673,90435115,MDN1,30,-
circ_19307,chr6,90458941,90460251,MDN1,5,-
circ_19308,chr6,90461149,90463341,MDN1,157,-
circ_19309,chr6,90461149,90472249,MDN1,31,-
circ_1931,chr1,54502282,54513045,TMEM59,11,-
circ_19310,chr6,90556280,90566918,CASP8AP2,276,+
circ_19311,chr6,90562884,90566918,CASP8AP2,80,+
circ_19312,chr6,90564535,90565263,CASP8AP2,2,+
circ_19313,chr6,90564535,90566918,CASP8AP2,155,+
circ_19314,chr6,90571844,90574090,CASP8AP2,2,+
circ_19315,chr6,90571844,90581107,CASP8AP2,26,+
circ_19316,chr6,90718320,90798828,BACH2,2,-
circ_19317,chr6,90916287,90981660,BACH2,188,-
circ_19318,chr6,91266218,91281526,MAP3K7,7,-
circ_19319,chr6,97702432,97717868,MMS22L,18,-
circ_1932,chr1,54506428,54509198,TMEM59,111,-
circ_19320,chr6,97711210,97717868,MMS22L,8,-
circ_19321,chr6,97715747,97720938,MMS22L,97,-
circ_19322,chr6,97715757,97720938,MMS22L,11,-
circ_19323,chr6,99323290,99353546,FBXL4,24,-
circ_19324,chr6,99323290,99382755,FBXL4,18,-
circ_19325,chr6,99328428,99382755,FBXL4,9,-
circ_19326,chr6,99347143,99353546,FBXL4,16,-
circ_19327,chr6,99347143,99365595,FBXL4,40,-
circ_19328,chr6,99347143,99375698,FBXL4,5,-
circ_19329,chr6,99347143,99382755,FBXL4,51,-
circ_1933,chr1,54506428,54513045,TMEM59,81,-
circ_19330,chr6,99853906,99856147,PNISR,2,-
circ_19331,chr6,99860426,99864304,PNISR,324,-
circ_19332,chr6,99862447,99864304,PNISR,5,-
circ_19333,chr6,99912479,99916494,USP45,66,-
circ_19334,chr6,99912479,99924106,USP45,5,-
circ_19335,chr6,99912479,99958106,USP45,4,-
circ_19336,chr6,99924018,99958106,USP45,3,-
circ_19337,chr6,99951640,99958106,USP45,9,-
circ_19338,chr6,99973939,99979666,LOC100130890,21,+
circ_19339,chr6,99979238,99979666,LOC100130890,17,+
circ_1934,chr1,55246688,55253770,TTC22,2,-
circ_19340,chr7,100014955,100016795,,39,+
circ_19341,chr7,100274422,100274922,GNB2,5,+
circ_19342,chr7,100410368,100410830,EPHB4,674,-
circ_19343,chr7,100417178,100417918,EPHB4,7,-
circ_19344,chr7,100454489,100454798,SLC12A9,92,+
circ_19345,chr7,100454489,100456783,SLC12A9,6,+
circ_19346,chr7,100454712,100456564,SLC12A9,2,+
circ_19347,chr7,100457506,100459533,SLC12A9,45,+
circ_19348,chr7,100457506,100460449,SLC12A9,7,+
circ_19349,chr7,100866757,100867422,ZNHIT1,6,+
circ_1935,chr1,55568106,55568435,USP24,4,-
circ_19350,chr7,101536669,101559505,CUX1,2,+
circ_19351,chr7,101559394,101559787,CUX1,7,+
circ_19352,chr7,101740643,101758553,CUX1,8,+
circ_19353,chr7,101801839,101821937,CUX1,36,+
circ_19354,chr7,101821748,101837170,CUX1,4,+
circ_19355,chr7,101870646,101870949,CUX1,1106,+
circ_19356,chr7,101950003,101952188,SH2B2,2,+
circ_19357,chr7,102038066,102040095,PRKRIP1,9,+
circ_19358,chr7,102039994,102045130,PRKRIP1,13,+
circ_19359,chr7,102039994,102047945,PRKRIP1,93,+
circ_1936,chr1,55607288,55612733,USP24,2,-
circ_19360,chr7,102106263,102106717,LRWD1,39,+
circ_19361,chr7,102453723,102462650,FBXL13,5,-
circ_19362,chr7,102453723,102495307,FBXL13,7,-
circ_19363,chr7,102462486,102462887,FBXL13,13,-
circ_19364,chr7,102462486,102462890,FBXL13,2,-
circ_19365,chr7,102495223,102541627,FBXL13,2,-
circ_19366,chr7,102517913,102518897,FBXL13,2,-
circ_19367,chr7,102517913,102524759,FBXL13,99,-
circ_19368,chr7,102603979,102669865,FBXL13,9,-
circ_19369,chr7,102665509,102669865,FBXL13,98,-
circ_1937,chr1,58971731,58981504,DAB1|OMA1,5,-
circ_19370,chr7,102755506,102769239,NAPEPLD,3,-
circ_19371,chr7,102768929,102769239,NAPEPLD,28,-
circ_19372,chr7,102944288,102944937,PMPCB,278,+
circ_19373,chr7,102949398,102950922,PMPCB,8,+
circ_19374,chr7,102957276,102960125,DNAJC2,11,-
circ_19375,chr7,102960055,102960291,DNAJC2,8,-
circ_19376,chr7,102960055,102963241,DNAJC2,45,-
circ_19377,chr7,102960202,102963079,DNAJC2,9,-
circ_19378,chr7,102962378,102963079,DNAJC2,11,-
circ_19379,chr7,102962378,102963241,DNAJC2,712,-
circ_1938,chr1,58971731,58993007,DAB1|OMA1,2,-
circ_19380,chr7,103002403,103003205,PSMC2,7,+
circ_19381,chr7,103777227,103805730,ORC5,79,-
circ_19382,chr7,103777227,103824619,ORC5,2,-
circ_19383,chr7,103801519,103807332,ORC5,2,-
circ_19384,chr7,103801519,103808973,ORC5,130,-
circ_19385,chr7,103801519,103824619,ORC5,2,-
circ_19386,chr7,103824390,103844682,ORC5,6,-
circ_19387,chr7,103828698,103844682,ORC5,140,-
circ_19388,chr7,104645764,104649656,,5,+
circ_19389,chr7,104678572,104681470,MLL5,341,+
circ_1939,chr1,58971731,59000003,OMA1,248,-
circ_19390,chr7,104678572,104722244,MLL5,2,+
circ_19391,chr7,104681285,104681470,MLL5,2,+
circ_19392,chr7,104681285,104722244,MLL5,2,+
circ_19393,chr7,104702610,104707254,MLL5,135,+
circ_19394,chr7,104702610,104722244,MLL5,206,+
circ_19395,chr7,104714065,104715262,MLL5,52,+
circ_19396,chr7,104714065,104717880,MLL5,1163,+
circ_19397,chr7,104714065,104719410,MLL5,603,+
circ_19398,chr7,104714065,104722244,MLL5,97,+
circ_19399,chr7,104717409,104717880,MLL5,2,+
circ_194,chr1,115005725,115007010,TRIM33,590,-
circ_1940,chr1,58971731,59002413,OMA1,695,-
circ_19400,chr7,104719292,104731761,MLL5,19,+
circ_19401,chr7,104730455,104731761,MLL5,168,+
circ_19402,chr7,104741871,104742641,MLL5,36,+
circ_19403,chr7,104782454,104783777,SRPK2,171,-
circ_19404,chr7,104782454,104787105,SRPK2,44,-
circ_19405,chr7,104785729,104787105,SRPK2,2,-
circ_19406,chr7,104786939,104844232,SRPK2,2,-
circ_19407,chr7,104800953,104809712,SRPK2,11,-
circ_19408,chr7,104800953,104844232,SRPK2,2,-
circ_19409,chr7,104808454,104809712,SRPK2,21,-
circ_1941,chr1,58988498,59000003,OMA1,10,-
circ_19410,chr7,104844074,104909316,SRPK2,2,-
circ_19411,chr7,104844074,104937980,SRPK2,3,-
circ_19412,chr7,104906417,104937980,SRPK2,5,-
circ_19413,chr7,104925455,104937980,SRPK2,501,-
circ_19414,chr7,104926140,104937980,SRPK2,3,-
circ_19415,chr7,104926237,104937980,SRPK2,17,-
circ_19416,chr7,104933980,104937980,SRPK2,145,-
circ_19417,chr7,105099614,105105861,PUS7,32,-
circ_19418,chr7,105099614,105135700,PUS7,12,-
circ_19419,chr7,105103067,105108910,PUS7,26,-
circ_1942,chr1,58988498,59002413,OMA1,11,-
circ_19420,chr7,105105759,105111295,PUS7,7,-
circ_19421,chr7,105112578,105135700,PUS7,3,-
circ_19422,chr7,105121498,105135700,PUS7,13,-
circ_19423,chr7,105121498,105143011,PUS7,13,-
circ_19424,chr7,105121498,105146720,PUS7,9,-
circ_19425,chr7,105182854,105183096,RINT1,3,+
circ_19426,chr7,105182854,105189414,RINT1,4,+
circ_19427,chr7,105182854,105195674,RINT1,2,+
circ_19428,chr7,105187356,105189157,RINT1,2,+
circ_19429,chr7,105187356,105189414,RINT1,3,+
circ_1943,chr1,58992932,59000003,OMA1,40,-
circ_19430,chr7,105192016,105195674,RINT1,6,+
circ_19431,chr7,105204179,105206095,RINT1,6,+
circ_19432,chr7,105205723,105206095,RINT1,2,+
circ_19433,chr7,105264521,105283568,ATXN7L1,2,-
circ_19434,chr7,105278799,105283568,ATXN7L1,88,-
circ_19435,chr7,105278799,105305735,ATXN7L1,4,-
circ_19436,chr7,105279933,105290007,ATXN7L1,2,-
circ_19437,chr7,105305512,105305735,ATXN7L1,69,-
circ_19438,chr7,105733394,105739728,SYPL1,51,-
circ_19439,chr7,105738135,105739728,SYPL1,326,-
circ_1944,chr1,58992932,59002413,OMA1,137,-
circ_19440,chr7,105738135,105752657,SYPL1,3,-
circ_19441,chr7,105909801,105912975,NAMPT,6,-
circ_19442,chr7,106512981,106526737,PIK3CG,8,+
circ_19443,chr7,106768656,106781398,PRKAR2B,2,+
circ_19444,chr7,106820323,106827126,HBP1,2,+
circ_19445,chr7,106825243,106827416,HBP1,2,+
circ_19446,chr7,106829736,106836596,HBP1,3,+
circ_19447,chr7,106921744,106924177,COG5,96,-
circ_19448,chr7,106921744,106938791,COG5,35,-
circ_19449,chr7,106964884,107013205,COG5,3,-
circ_1945,chr1,58996272,59000003,OMA1,3,-
circ_19450,chr7,107002477,107013205,COG5,49,-
circ_19451,chr7,107188555,107198560,COG5,42,-
circ_19452,chr7,107207494,107211711,DUS4L,2,+
circ_19453,chr7,107215632,107217037,DUS4L,4,+
circ_19454,chr7,107555950,107557409,DLD,4,+
circ_19455,chr7,108137027,108138021,PNPLA8,44,-
circ_19456,chr7,11021998,11030474,PHF14,22,+
circ_19457,chr7,110475410,110526751,IMMP2L,3,-
circ_19458,chr7,11068307,11091407,PHF14,3,+
circ_19459,chr7,11068307,11101712,PHF14,3,+
circ_1946,chr1,58999620,59004978,DAB1|OMA1,20,-
circ_19460,chr7,11101417,11151094,PHF14,333,+
circ_19461,chr7,111027029,111030750,IMMP2L,6,-
circ_19462,chr7,111127293,111161505,IMMP2L,4,-
circ_19463,chr7,111926927,111927129,ZNF277,272,+
circ_19464,chr7,111926927,111936366,ZNF277,47,+
circ_19465,chr7,111935923,111958328,ZNF277,19,+
circ_19466,chr7,112095817,112097093,IFRD1,7,+
circ_19467,chr7,112098915,112102433,IFRD1,5,+
circ_19468,chr7,112535623,112555502,C7orf60,23,-
circ_19469,chr7,114582329,114586268,MDFIC,35,+
circ_1947,chr1,58999624,59000003,OMA1,2,-
circ_19470,chr7,114582329,114619836,MDFIC,33,+
circ_19471,chr7,115590927,115596847,TFEC,2,-
circ_19472,chr7,115614223,115624567,TFEC,5,-
circ_19473,chr7,115750761,115752092,TFEC,282,-
circ_19474,chr7,115750761,115761522,TFEC,4,-
circ_19475,chr7,115889073,115892530,TES,32,+
circ_19476,chr7,117825700,117828459,NAA38,198,+
circ_19477,chr7,120905300,120906833,,9,-
circ_19478,chr7,121753171,121773795,AASS,12,-
circ_19479,chr7,12263851,12269445,TMEM106B,408,+
circ_1948,chr1,59002180,59004978,DAB1|OMA1,29,-
circ_19480,chr7,12263851,12271666,TMEM106B,3,+
circ_19481,chr7,127013395,127017383,ZNF800,93,-
circ_19482,chr7,127025579,127026209,ZNF800,34,-
circ_19483,chr7,127344892,127361454,SND1,142,+
circ_19484,chr7,127568112,127569382,SND1,3,+
circ_19485,chr7,127752202,127758786,,5,+
circ_19486,chr7,127950832,127955073,RBM28,5,-
circ_19487,chr7,127975596,127976096,RBM28,6,-
circ_19488,chr7,128214773,128220148,,39,+
circ_19489,chr7,128214773,128232071,,4,+
circ_1949,chr1,59137541,59150923,MYSM1,121,-
circ_19490,chr7,128610201,128612636,TNPO3,2,-
circ_19491,chr7,128612479,128615989,TNPO3,3,-
circ_19492,chr7,128619036,128620085,TNPO3,15,-
circ_19493,chr7,128630014,128633968,TNPO3,7,-
circ_19494,chr7,128637442,128641288,TNPO3,3,-
circ_19495,chr7,128645069,128658211,TNPO3,9,-
circ_19496,chr7,128655032,128658211,TNPO3,1276,-
circ_19497,chr7,128657036,128658211,TNPO3,2,-
circ_19498,chr7,128898421,128914267,AHCYL2,2,+
circ_19499,chr7,128914120,128972419,AHCYL2,2,+
circ_195,chr1,115005725,115019709,TRIM33,6,-
circ_1950,chr1,59139244,59150923,MYSM1,4,-
circ_19500,chr7,129008310,129011424,AHCYL2,2,+
circ_19501,chr7,129008310,129019590,AHCYL2,5,+
circ_19502,chr7,129297182,129311383,NRF1,2,+
circ_19503,chr7,129297182,129330386,NRF1,7,+
circ_19504,chr7,129297182,129367205,NRF1,2,+
circ_19505,chr7,129311268,129330386,NRF1,7,+
circ_19506,chr7,129330245,129367205,NRF1,2,+
circ_19507,chr7,129588154,129588393,UBE2H,2,-
circ_19508,chr7,129665997,129679387,ZC3HC1,2,-
circ_19509,chr7,129679303,129688984,ZC3HC1,109,-
circ_1951,chr1,59141148,59150923,MYSM1,2,-
circ_19510,chr7,129680790,129688984,ZC3HC1,8,-
circ_19511,chr7,129683467,129688984,ZC3HC1,2,-
circ_19512,chr7,129756284,129762042,KLHDC10,16,+
circ_19513,chr7,129756284,129769416,KLHDC10,9,+
circ_19514,chr7,129760588,129762042,KLHDC10,1266,+
circ_19515,chr7,129813471,129818367,TMEM209,8,-
circ_19516,chr7,129821462,129832663,TMEM209,8,-
circ_19517,chr7,129824023,129832663,TMEM209,4,-
circ_19518,chr7,129825031,129832663,TMEM209,2,-
circ_19519,chr7,129841689,129842503,TMEM209,2,-
circ_1952,chr1,59147456,59148217,MYSM1,6,-
circ_19520,chr7,130626171,130630594,FLJ43663,6,-
circ_19521,chr7,130630478,130652276,FLJ43663,7,-
circ_19522,chr7,130630478,130668868,FLJ43663,6,-
circ_19523,chr7,130668811,130673647,FLJ43663,11,-
circ_19524,chr7,130668811,130737314,FLJ43663,5,-
circ_19525,chr7,130737183,130738224,FLJ43663,57,-
circ_19526,chr7,130737183,130748785,FLJ43663,2,-
circ_19527,chr7,130737183,130761346,FLJ43663,53,-
circ_19528,chr7,130887615,130894689,MKLN1,4,+
circ_19529,chr7,131058468,131084192,MKLN1,27,+
circ_1953,chr1,59147456,59150923,MYSM1,98,-
circ_19530,chr7,131060182,131073731,MKLN1,33,+
circ_19531,chr7,131060182,131084192,MKLN1,777,+
circ_19532,chr7,131071878,131073731,MKLN1,48,+
circ_19533,chr7,131071878,131082135,MKLN1,2,+
circ_19534,chr7,131071878,131084192,MKLN1,647,+
circ_19535,chr7,131071878,131096142,MKLN1,5,+
circ_19536,chr7,131113791,131130662,MKLN1,102,+
circ_19537,chr7,131113791,131151174,MKLN1,5,+
circ_19538,chr7,131122543,131130662,MKLN1,6,+
circ_19539,chr7,131128239,131130662,MKLN1,2,+
circ_1954,chr1,59147456,59155921,MYSM1,5,-
circ_19540,chr7,131147975,131163436,MKLN1,2,+
circ_19541,chr7,131155600,131163436,MKLN1,3,+
circ_19542,chr7,132973675,133059756,EXOC4,2,+
circ_19543,chr7,133002037,133041327,EXOC4,19,+
circ_19544,chr7,133002037,133059756,EXOC4,2,+
circ_19545,chr7,133821775,133848292,LRGUK,4,+
circ_19546,chr7,133984274,133986862,SLC35B4,2,-
circ_19547,chr7,134528634,134552555,CALD1,3,+
circ_19548,chr7,135078669,135082978,CNOT4,34,-
circ_19549,chr7,135122905,135123171,CNOT4,2,-
circ_1955,chr1,59150824,59155921,MYSM1,27,-
circ_19550,chr7,135262543,135277940,NUP205,67,+
circ_19551,chr7,135269579,135272740,NUP205,4,+
circ_19552,chr7,135290892,135292119,NUP205,6,+
circ_19553,chr7,135321078,135329766,NUP205,13,+
circ_19554,chr7,135635346,135636378,MTPN,2,-
circ_19555,chr7,135710404,135715781,,134,+
circ_19556,chr7,135710456,135715781,,4,+
circ_19557,chr7,135951713,136013845,,2,+
circ_19558,chr7,137597736,137600758,CREB3L2,16,-
circ_19559,chr7,138189034,138213975,TRIM24,2,+
circ_1956,chr1,59150824,59160879,MYSM1,2,-
circ_19560,chr7,138189034,138223548,TRIM24,8,+
circ_19561,chr7,138196140,138200104,TRIM24,3,+
circ_19562,chr7,138203933,138235925,TRIM24,93,+
circ_19563,chr7,138209985,138213975,TRIM24,22,+
circ_19564,chr7,138209985,138223548,TRIM24,42,+
circ_19565,chr7,138209985,138235925,TRIM24,3,+
circ_19566,chr7,138209985,138239609,TRIM24,4,+
circ_19567,chr7,138209985,138258387,TRIM24,5,+
circ_19568,chr7,138261117,138264277,TRIM24,26,+
circ_19569,chr7,138738196,138738841,ZC3HAV1,57,-
circ_1957,chr1,59180503,59181313,,2,+
circ_19570,chr7,138738196,138740041,ZC3HAV1,98,-
circ_19571,chr7,138738196,138745884,ZC3HAV1,5,-
circ_19572,chr7,138739950,138745884,ZC3HAV1,7,-
circ_19573,chr7,138745781,138758776,ZC3HAV1,3,-
circ_19574,chr7,138745781,138774505,ZC3HAV1,2,-
circ_19575,chr7,138758601,138774505,ZC3HAV1,5,-
circ_19576,chr7,138768525,138774505,ZC3HAV1,78,-
circ_19577,chr7,138822592,138824750,TTC26,4,+
circ_19578,chr7,138921750,138951149,UBN2,12,+
circ_19579,chr7,138951078,138957186,UBN2,171,+
circ_1958,chr1,59781263,59844509,FGGY,2,+
circ_19580,chr7,138954139,138964106,UBN2,6,+
circ_19581,chr7,138957067,138958820,UBN2,17,+
circ_19582,chr7,138958042,138958820,UBN2,11,+
circ_19583,chr7,139056132,139094400,LUC7L2,3,+
circ_19584,chr7,139059146,139060902,LUC7L2,13,+
circ_19585,chr7,139083344,139090533,LUC7L2,5,+
circ_19586,chr7,139083344,139092096,LUC7L2,9,+
circ_19587,chr7,139083344,139094400,LUC7L2,171,+
circ_19588,chr7,139083344,139102475,LUC7L2,2,+
circ_19589,chr7,139086882,139094400,LUC7L2,9,+
circ_1959,chr1,59781817,59812070,FGGY,6,+
circ_19590,chr7,139259873,139260722,HIPK2,10,-
circ_19591,chr7,139297947,139305309,HIPK2,3,-
circ_19592,chr7,139415730,139416814,HIPK2,590,-
circ_19593,chr7,139415730,139441837,HIPK2,6,-
circ_19594,chr7,139653166,139662032,TBXAS1,2,+
circ_19595,chr7,139734034,139757834,PARP12,3,-
circ_19596,chr7,139741443,139757834,PARP12,17,-
circ_19597,chr7,139746683,139757834,PARP12,110,-
circ_19598,chr7,139753711,139757834,PARP12,3,-
circ_19599,chr7,139754461,139757834,PARP12,50,-
circ_196,chr1,115130007,115130573,DENND2C,3,-
circ_1960,chr1,59781817,59844509,FGGY,4,+
circ_19600,chr7,139796354,139820329,JHDM1D,2,-
circ_19601,chr7,139799698,139810984,JHDM1D,8,-
circ_19602,chr7,139810894,139820329,JHDM1D,40,-
circ_19603,chr7,139813290,139820329,JHDM1D,17,-
circ_19604,chr7,139813290,139824583,JHDM1D,12,-
circ_19605,chr7,139818912,139820329,JHDM1D,202,-
circ_19606,chr7,139818912,139838990,JHDM1D,5,-
circ_19607,chr7,139824420,139829453,JHDM1D,3,-
circ_19608,chr7,139826436,139829453,JHDM1D,13,-
circ_19609,chr7,139827241,139829453,JHDM1D,317,-
circ_1961,chr1,59787207,59812070,FGGY,287,+
circ_19610,chr7,139827241,139833456,JHDM1D,81,-
circ_19611,chr7,140034228,140037149,SLC37A3,11,-
circ_19612,chr7,140034433,140037149,SLC37A3,38,-
circ_19613,chr7,140034478,140037149,SLC37A3,13,-
circ_19614,chr7,140055467,140058585,SLC37A3,2454,-
circ_19615,chr7,140055467,140060136,SLC37A3,3,-
circ_19616,chr7,140055467,140064291,SLC37A3,37,-
circ_19617,chr7,140055467,140069482,SLC37A3,79,-
circ_19618,chr7,140064207,140069482,SLC37A3,19,-
circ_19619,chr7,140064207,140082396,SLC37A3,7,-
circ_1962,chr1,59787207,59844509,FGGY,373,+
circ_19620,chr7,140069389,140082396,SLC37A3,2,-
circ_19621,chr7,140080081,140082396,SLC37A3,70,-
circ_19622,chr7,140402665,140404763,NDUFB2,81,+
circ_19623,chr7,140434416,140508795,BRAF,16,-
circ_19624,chr7,140439611,140508795,BRAF,8,-
circ_19625,chr7,140449086,140494267,BRAF,11,-
circ_19626,chr7,140476711,140477875,BRAF,10,-
circ_19627,chr7,140476711,140482957,BRAF,6,-
circ_19628,chr7,140476711,140487384,BRAF,122,-
circ_19629,chr7,140476711,140494267,BRAF,115,-
circ_1963,chr1,59787207,59877039,FGGY,3,+
circ_19630,chr7,140476711,140508795,BRAF,243,-
circ_19631,chr7,140481375,140508795,BRAF,4,-
circ_19632,chr7,140481375,140534503,BRAF,3,-
circ_19633,chr7,140482820,140487384,BRAF,50,-
circ_19634,chr7,140494107,140508795,BRAF,267,-
circ_19635,chr7,140494107,140534672,BRAF,2,-
circ_19636,chr7,140500161,140508795,BRAF,11,-
circ_19637,chr7,140507759,140534503,BRAF,3,-
circ_19638,chr7,140534408,140534672,BRAF,9,-
circ_19639,chr7,140534408,140550012,BRAF,11,-
circ_1964,chr1,59797514,59812070,FGGY,4,+
circ_19640,chr7,141688732,141689287,,24,+
circ_19641,chr7,141720773,141722239,MGAM,15,+
circ_19642,chr7,141739914,141740646,MGAM,8,+
circ_19643,chr7,141752583,141778270,MGAM,9,+
circ_19644,chr7,141759655,141785761,MGAM,266,+
circ_19645,chr7,141760110,141786128,MGAM,195,+
circ_19646,chr7,141765134,141793350,MGAM,5,+
circ_19647,chr7,141766372,141794663,MGAM,8,+
circ_19648,chr7,142988632,142989791,CASP2,7,+
circ_19649,chr7,142989392,142989791,CASP2,32,+
circ_1965,chr1,59805629,59812070,FGGY,368,+
circ_19650,chr7,144228156,144320354,TPK1,2,-
circ_19651,chr7,144288515,144320354,TPK1,34,-
circ_19652,chr7,144288515,144345972,TPK1,11,-
circ_19653,chr7,144320258,144364939,TPK1,8,-
circ_19654,chr7,144364818,144463044,TPK1,2,-
circ_19655,chr7,148451091,148464841,CUL1,2,+
circ_19656,chr7,148463652,148464841,CUL1,89,+
circ_19657,chr7,148495663,148496480,CUL1,5,+
circ_19658,chr7,148514968,148516779,EZH2,8,-
circ_19659,chr7,148523560,148544397,EZH2,4,-
circ_1966,chr1,59805629,59844509,FGGY,757,+
circ_19660,chr7,148525831,148526940,EZH2,10,-
circ_19661,chr7,148525831,148544397,EZH2,18,-
circ_19662,chr7,148529725,148544397,EZH2,42,-
circ_19663,chr7,148543561,148544397,EZH2,504,-
circ_19664,chr7,148543561,148547617,EZH2,4,-
circ_19665,chr7,148543588,148544397,EZH2,24,-
circ_19666,chr7,148716083,148718239,PDIA4,248,-
circ_19667,chr7,148771477,148777809,ZNF786,34,-
circ_19668,chr7,148809228,148815440,ZNF425,16,-
circ_19669,chr7,148851036,148851432,ZNF398,82,+
circ_1967,chr1,59811918,59844509,FGGY,6,+
circ_19670,chr7,148863249,148864022,ZNF398,5,+
circ_19671,chr7,148963425,148964313,ZNF783,2,+
circ_19672,chr7,149246283,149250104,ZNF767,3,-
circ_19673,chr7,149246283,149250107,ZNF767,10,-
circ_19674,chr7,149246283,149255930,ZNF767,3,-
circ_19675,chr7,149247958,149255930,ZNF767,6,-
circ_19676,chr7,149249891,149255930,ZNF767,2,-
circ_19677,chr7,150167916,150168361,GIMAP8,21,+
circ_19678,chr7,150788964,150789338,AGAP3,2,+
circ_19679,chr7,151046158,151049968,NUB1,6,+
circ_1968,chr1,6021853,6046387,NPHP4,8,-
circ_19680,chr7,151049897,151053308,NUB1,60,+
circ_19681,chr7,151052853,151053308,NUB1,20,+
circ_19682,chr7,151178634,151195266,RHEB,4,-
circ_19683,chr7,151829676,151841966,MLL3,5,-
circ_19684,chr7,151859201,151864463,MLL3,3,-
circ_19685,chr7,151864230,151871327,MLL3,11,-
circ_19686,chr7,151873275,151875095,MLL3,8,-
circ_19687,chr7,151882642,151884932,MLL3,2,-
circ_19688,chr7,151891093,151896544,MLL3,15,-
circ_19689,chr7,151891093,151904513,MLL3,4,-
circ_1969,chr1,61652099,61654071,NFIA,3,+
circ_19690,chr7,151891093,151935911,MLL3,6,-
circ_19691,chr7,151900018,151904513,MLL3,27,-
circ_19692,chr7,151917607,151919767,MLL3,26,-
circ_19693,chr7,151917607,151935911,MLL3,118,-
circ_19694,chr7,151932901,151948051,MLL3,14,-
circ_19695,chr7,151935791,151948051,MLL3,45,-
circ_19696,chr7,151946960,151948051,MLL3,265,-
circ_19697,chr7,151960100,151962294,MLL3,60,-
circ_19698,chr7,151960100,152012423,MLL3,93,-
circ_19699,chr7,152007050,152012423,MLL3,985,-
circ_197,chr1,115164515,115166264,DENND2C,5,-
circ_1970,chr1,62149088,62175109,TM2D1,12,-
circ_19700,chr7,152007050,152027824,MLL3,5,-
circ_19701,chr7,152007050,152055760,MLL3,32,-
circ_19702,chr7,152027685,152055760,MLL3,67,-
circ_19703,chr7,152561969,152563402,,4,+
circ_19704,chr7,152562180,152563402,,2,+
circ_19705,chr7,155093275,155094127,INSIG1,3,+
circ_19706,chr7,155457837,155473602,RBM33,12,+
circ_19707,chr7,155457868,155473602,RBM33,1375,+
circ_19708,chr7,155457868,155477746,RBM33,46,+
circ_19709,chr7,155457868,155493638,RBM33,20,+
circ_1971,chr1,62234954,62241006,INADL,4,+
circ_19710,chr7,155457868,155499762,RBM33,9,+
circ_19711,chr7,155465560,155473602,RBM33,6369,+
circ_19712,chr7,155465560,155477746,RBM33,75,+
circ_19713,chr7,155471301,155473602,RBM33,39,+
circ_19714,chr7,155493466,155499762,RBM33,96,+
circ_19715,chr7,155499553,155500074,RBM33,9,+
circ_19716,chr7,155499553,155504149,RBM33,3,+
circ_19717,chr7,155499553,155511137,RBM33,543,+
circ_19718,chr7,155499553,155538296,RBM33,4,+
circ_19719,chr7,155530223,155538296,RBM33,2,+
circ_1972,chr1,62262958,62274202,INADL,2,+
circ_19720,chr7,155556502,155559349,RBM33,2,+
circ_19721,chr7,155556502,155567341,RBM33,4,+
circ_19722,chr7,155556505,155559349,RBM33,2,+
circ_19723,chr7,155556505,155567341,RBM33,2,+
circ_19724,chr7,156526870,156556489,LMBR1,6,-
circ_19725,chr7,156526870,156619438,LMBR1,22,-
circ_19726,chr7,156549086,156556489,LMBR1,37,-
circ_19727,chr7,156549086,156572426,LMBR1,4,-
circ_19728,chr7,156549086,156619438,LMBR1,487,-
circ_19729,chr7,156549086,156619471,LMBR1,4,-
circ_1973,chr1,62365254,62367131,INADL,55,+
circ_19730,chr7,156554827,156619438,LMBR1,9,-
circ_19731,chr7,156572348,156619438,LMBR1,5,-
circ_19732,chr7,156589082,156619438,LMBR1,112,-
circ_19733,chr7,156619298,156629579,LMBR1,1378,-
circ_19734,chr7,156758963,156759786,NOM1,185,+
circ_19735,chr7,156956503,156963144,UBE3C,54,+
circ_19736,chr7,156956503,156967728,UBE3C,6,+
circ_19737,chr7,156961741,156963144,UBE3C,8,+
circ_19738,chr7,156976571,156994501,UBE3C,2,+
circ_19739,chr7,156994414,157018233,UBE3C,6,+
